Using cpu device
c:\Users\Colton\anaconda3\envs\cs260r\Lib\site-packages\stable_baselines3\ppo\ppo.py:155: UserWarning: You have specified a mini-batch size of 256, but because the `RolloutBuffer` is of size `n_steps * n_envs = 5000`, after every 19 untruncated mini-batches, there will be a truncated mini-batch of size 136
We recommend using a `batch_size` that is a factor of `n_steps * n_envs`.
Info: (n_steps=500 and n_envs=10)
  warnings.warn(
Logging to runs\ppo_metadrive\ppo_metadrive_2025-03-16_17-43-31_a51009e7\ppo_metadrive_1
---------------------------------
| rollout/           |          |
|    mean_reward          | 97          |
|    num_episodes         | 5           |
|    out_of_road          | 0.991       |
|    raw_action           | 0.392813    |
|    route_completion     | 0.273       |
|    success_rate         | 0           |
|    total_cost           | 4.97        |
| time/                   |             |
|    total_timesteps      | 230000      |
| train/                  |             |
|    approx_kl            | 0.001475627 |
|    clip_fraction        | 0.102       |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.34       |
|    explained_variance   | 0.0944      |
|    learning_rate        | 5e-05       |
|    loss                 | 8.41        |
|    n_updates            | 900         |
|    policy_gradient_loss | -0.00269    |
|    std                  | 0.777       |
|    value_loss           | 21.2        |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 420      |
|    ep_rew_mean     | 183      |
| time/              |          |
|    fps             | 679      |
|    iterations      | 46       |
|    time_elapsed    | 338      |
|    total_timesteps | 230000   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 408          |
|    ep_rew_mean          | 186          |
| time/                   |              |
|    fps                  | 683          |
|    iterations           | 47           |
|    time_elapsed         | 343          |
|    total_timesteps      | 235000       |
| train/                  |              |
|    approx_kl            | 0.0012663906 |
|    clip_fraction        | 0.0733       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.33        |
|    explained_variance   | 0.0866       |
|    learning_rate        | 5e-05        |
|    loss                 | 22.3         |
|    n_updates            | 920          |
|    policy_gradient_loss | -0.00129     |
|    std                  | 0.775        |
|    value_loss           | 37.1         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.00833      |
|    crash                | 0.208        |
|    max_step             | 0            |
|    mean_ep_length       | 125          |
|    mean_reward          | 146          |
|    num_episodes         | 5            |
|    out_of_road          | 0.992        |
|    raw_action           | 0.3944366    |
|    route_completion     | 0.277        |
|    success_rate         | 0            |
|    total_cost           | 4.96         |
| time/                   |              |
|    total_timesteps      | 240000       |
| train/                  |              |
|    approx_kl            | 0.0015160354 |
|    clip_fraction        | 0.134        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.32        |
|    explained_variance   | 0.0755       |
|    learning_rate        | 5e-05        |
|    loss                 | 18           |
|    n_updates            | 940          |
|    policy_gradient_loss | -0.000818    |
|    std                  | 0.771        |
|    value_loss           | 40.8         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 394      |
|    ep_rew_mean     | 185      |
| time/              |          |
|    fps             | 681      |
|    iterations      | 48       |
|    time_elapsed    | 352      |
|    total_timesteps | 240000   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 396          |
|    ep_rew_mean          | 190          |
| time/                   |              |
|    fps                  | 685          |
|    iterations           | 49           |
|    time_elapsed         | 357          |
|    total_timesteps      | 245000       |
| train/                  |              |
|    approx_kl            | 0.0009360819 |
|    clip_fraction        | 0.0862       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.31        |
|    explained_variance   | 0.257        |
|    learning_rate        | 5e-05        |
|    loss                 | 16.6         |
|    n_updates            | 960          |
|    policy_gradient_loss | -0.00323     |
|    std                  | 0.768        |
|    value_loss           | 28.3         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.016        |
|    crash                | 0.216        |
|    max_step             | 0            |
|    mean_ep_length       | 145          |
|    mean_reward          | 202          |
|    num_episodes         | 5            |
|    out_of_road          | 0.984        |
|    raw_action           | 0.39979178   |
|    route_completion     | 0.288        |
|    success_rate         | 0.2          |
|    total_cost           | 4.91         |
| time/                   |              |
|    total_timesteps      | 250000       |
| train/                  |              |
|    approx_kl            | 0.0007106776 |
|    clip_fraction        | 0.0986       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.31        |
|    explained_variance   | 0.215        |
|    learning_rate        | 5e-05        |
|    loss                 | 20.5         |
|    n_updates            | 980          |
|    policy_gradient_loss | -0.00143     |
|    std                  | 0.766        |
|    value_loss           | 32.9         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 362      |
|    ep_rew_mean     | 178      |
| time/              |          |
|    fps             | 683      |
|    iterations      | 50       |
|    time_elapsed    | 365      |
|    total_timesteps | 250000   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 361          |
|    ep_rew_mean          | 184          |
| time/                   |              |
|    fps                  | 685          |
|    iterations           | 51           |
|    time_elapsed         | 371          |
|    total_timesteps      | 255000       |
| train/                  |              |
|    approx_kl            | 0.0019312318 |
|    clip_fraction        | 0.0743       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.3         |
|    explained_variance   | 0.274        |
|    learning_rate        | 5e-05        |
|    loss                 | 17.7         |
|    n_updates            | 1000         |
|    policy_gradient_loss | -0.00284     |
|    std                  | 0.763        |
|    value_loss           | 37.3         |
------------------------------------------
-------------------------------------------
| eval/                   |               |
|    arrive_dest          | 0.0154        |
|    crash                | 0.223         |
|    max_step             | 0             |
|    mean_ep_length       | 154           |
|    mean_reward          | 113           |
|    num_episodes         | 5             |
|    out_of_road          | 0.985         |
|    raw_action           | 0.40444338    |
|    route_completion     | 0.294         |
|    success_rate         | 0             |
|    total_cost           | 5.78          |
| time/                   |               |
|    total_timesteps      | 260000        |
| train/                  |               |
|    approx_kl            | 0.00085497985 |
|    clip_fraction        | 0.0698        |
|    clip_range           | 0.1           |
|    entropy_loss         | -2.29         |
|    explained_variance   | 0.276         |
|    learning_rate        | 5e-05         |
|    loss                 | 16.2          |
|    n_updates            | 1020          |
|    policy_gradient_loss | -0.000944     |
|    std                  | 0.761         |
|    value_loss           | 41.2          |
-------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 367      |
|    ep_rew_mean     | 191      |
| time/              |          |
|    fps             | 680      |
|    iterations      | 52       |
|    time_elapsed    | 381      |
|    total_timesteps | 260000   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 365          |
|    ep_rew_mean          | 191          |
| time/                   |              |
|    fps                  | 683          |
|    iterations           | 53           |
|    time_elapsed         | 387          |
|    total_timesteps      | 265000       |
| train/                  |              |
|    approx_kl            | 0.0039465716 |
|    clip_fraction        | 0.14         |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.29        |
|    explained_variance   | 0.0584       |
|    learning_rate        | 5e-05        |
|    loss                 | 5.72         |
|    n_updates            | 1040         |
|    policy_gradient_loss | 0.00034      |
|    std                  | 0.76         |
|    value_loss           | 19           |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.0148       |
|    crash                | 0.23         |
|    max_step             | 0            |
|    mean_ep_length       | 103          |
|    mean_reward          | 127          |
|    num_episodes         | 5            |
|    out_of_road          | 0.985        |
|    raw_action           | 0.4103741    |
|    route_completion     | 0.297        |
|    success_rate         | 0            |
|    total_cost           | 5.61         |
| time/                   |              |
|    total_timesteps      | 270000       |
| train/                  |              |
|    approx_kl            | 0.0015905257 |
|    clip_fraction        | 0.129        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.28        |
|    explained_variance   | 0.125        |
|    learning_rate        | 5e-05        |
|    loss                 | 19.7         |
|    n_updates            | 1060         |
|    policy_gradient_loss | -0.00259     |
|    std                  | 0.757        |
|    value_loss           | 43.8         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 366      |
|    ep_rew_mean     | 189      |
| time/              |          |
|    fps             | 681      |
|    iterations      | 54       |
|    time_elapsed    | 395      |
|    total_timesteps | 270000   |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 385         |
|    ep_rew_mean          | 204         |
| time/                   |             |
|    fps                  | 684         |
|    iterations           | 55          |
|    time_elapsed         | 401         |
|    total_timesteps      | 275000      |
| train/                  |             |
|    approx_kl            | 0.001527702 |
|    clip_fraction        | 0.0703      |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.28       |
|    explained_variance   | 0.331       |
|    learning_rate        | 5e-05       |
|    loss                 | 8.64        |
|    n_updates            | 1080        |
|    policy_gradient_loss | -0.00153    |
|    std                  | 0.754       |
|    value_loss           | 35.2        |
-----------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.0143       |
|    crash                | 0.221        |
|    max_step             | 0            |
|    mean_ep_length       | 77.2         |
|    mean_reward          | 75.2         |
|    num_episodes         | 5            |
|    out_of_road          | 0.986        |
|    raw_action           | 0.41255745   |
|    route_completion     | 0.295        |
|    success_rate         | 0            |
|    total_cost           | 5.44         |
| time/                   |              |
|    total_timesteps      | 280000       |
| train/                  |              |
|    approx_kl            | 0.0044126883 |
|    clip_fraction        | 0.111        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.27        |
|    explained_variance   | 0.112        |
|    learning_rate        | 5e-05        |
|    loss                 | 17.9         |
|    n_updates            | 1100         |
|    policy_gradient_loss | -0.00049     |
|    std                  | 0.752        |
|    value_loss           | 31.6         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 389      |
|    ep_rew_mean     | 210      |
| time/              |          |
|    fps             | 683      |
|    iterations      | 56       |
|    time_elapsed    | 409      |
|    total_timesteps | 280000   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 399          |
|    ep_rew_mean          | 218          |
| time/                   |              |
|    fps                  | 685          |
|    iterations           | 57           |
|    time_elapsed         | 416          |
|    total_timesteps      | 285000       |
| train/                  |              |
|    approx_kl            | 0.0016944504 |
|    clip_fraction        | 0.0796       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.26        |
|    explained_variance   | 0.355        |
|    learning_rate        | 5e-05        |
|    loss                 | 17.8         |
|    n_updates            | 1120         |
|    policy_gradient_loss | -0.00234     |
|    std                  | 0.75         |
|    value_loss           | 29.5         |
------------------------------------------
----------------------------------------
| eval/                   |            |
|    arrive_dest          | 0.0138     |
|    crash                | 0.214      |
|    max_step             | 0          |
|    mean_ep_length       | 98.4       |
|    mean_reward          | 90.7       |
|    num_episodes         | 5          |
|    out_of_road          | 0.986      |
|    raw_action           | 0.41385093 |
|    route_completion     | 0.296      |
|    success_rate         | 0          |
|    total_cost           | 5.5        |
| time/                   |            |
|    total_timesteps      | 290000     |
| train/                  |            |
|    approx_kl            | 0.00292307 |
|    clip_fraction        | 0.109      |
|    clip_range           | 0.1        |
|    entropy_loss         | -2.26      |
|    explained_variance   | 0.149      |
|    learning_rate        | 5e-05      |
|    loss                 | 20.3       |
|    n_updates            | 1140       |
|    policy_gradient_loss | 0.00052    |
|    std                  | 0.746      |
|    value_loss           | 31.9       |
----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 422      |
|    ep_rew_mean     | 233      |
| time/              |          |
|    fps             | 686      |
|    iterations      | 58       |
|    time_elapsed    | 422      |
|    total_timesteps | 290000   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 426          |
|    ep_rew_mean          | 235          |
| time/                   |              |
|    fps                  | 688          |
|    iterations           | 59           |
|    time_elapsed         | 428          |
|    total_timesteps      | 295000       |
| train/                  |              |
|    approx_kl            | 0.0015471267 |
|    clip_fraction        | 0.0912       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.25        |
|    explained_variance   | 0.6          |
|    learning_rate        | 5e-05        |
|    loss                 | 15.2         |
|    n_updates            | 1160         |
|    policy_gradient_loss | -0.00118     |
|    std                  | 0.745        |
|    value_loss           | 39.4         |
------------------------------------------
-----------------------------------------
| eval/                   |             |
|    arrive_dest          | 0.02        |
|    crash                | 0.207       |
|    max_step             | 0           |
|    mean_ep_length       | 162         |
|    mean_reward          | 162         |
|    num_episodes         | 5           |
|    out_of_road          | 0.98        |
|    raw_action           | 0.41905218  |
|    route_completion     | 0.307       |
|    success_rate         | 0.2         |
|    total_cost           | 5.89        |
| time/                   |             |
|    total_timesteps      | 300000      |
| train/                  |             |
|    approx_kl            | 0.003908264 |
|    clip_fraction        | 0.107       |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.25       |
|    explained_variance   | 0.592       |
|    learning_rate        | 5e-05       |
|    loss                 | 12.5        |
|    n_updates            | 1180        |
|    policy_gradient_loss | -0.00217    |
|    std                  | 0.744       |
|    value_loss           | 37.7        |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 440      |
|    ep_rew_mean     | 245      |
| time/              |          |
|    fps             | 687      |
|    iterations      | 60       |
|    time_elapsed    | 436      |
|    total_timesteps | 300000   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 449          |
|    ep_rew_mean          | 250          |
| time/                   |              |
|    fps                  | 690          |
|    iterations           | 61           |
|    time_elapsed         | 441          |
|    total_timesteps      | 305000       |
| train/                  |              |
|    approx_kl            | 0.0013183707 |
|    clip_fraction        | 0.176        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.25        |
|    explained_variance   | 0.119        |
|    learning_rate        | 5e-05        |
|    loss                 | 10           |
|    n_updates            | 1200         |
|    policy_gradient_loss | 0.000258     |
|    std                  | 0.745        |
|    value_loss           | 27.3         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.0258       |
|    crash                | 0.206        |
|    max_step             | 0            |
|    mean_ep_length       | 120          |
|    mean_reward          | 141          |
|    num_episodes         | 5            |
|    out_of_road          | 0.974        |
|    raw_action           | 0.42381582   |
|    route_completion     | 0.312        |
|    success_rate         | 0.2          |
|    total_cost           | 5.88         |
| time/                   |              |
|    total_timesteps      | 310000       |
| train/                  |              |
|    approx_kl            | 0.0011302407 |
|    clip_fraction        | 0.0531       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.24        |
|    explained_variance   | 0.315        |
|    learning_rate        | 5e-05        |
|    loss                 | 19.5         |
|    n_updates            | 1220         |
|    policy_gradient_loss | -0.00163     |
|    std                  | 0.742        |
|    value_loss           | 36           |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 450      |
|    ep_rew_mean     | 255      |
| time/              |          |
|    fps             | 691      |
|    iterations      | 62       |
|    time_elapsed    | 448      |
|    total_timesteps | 310000   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 449          |
|    ep_rew_mean          | 260          |
| time/                   |              |
|    fps                  | 693          |
|    iterations           | 63           |
|    time_elapsed         | 454          |
|    total_timesteps      | 315000       |
| train/                  |              |
|    approx_kl            | 0.0011160129 |
|    clip_fraction        | 0.0699       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.24        |
|    explained_variance   | 0.281        |
|    learning_rate        | 5e-05        |
|    loss                 | 24.8         |
|    n_updates            | 1240         |
|    policy_gradient_loss | -0.0013      |
|    std                  | 0.741        |
|    value_loss           | 44.7         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.025        |
|    crash                | 0.206        |
|    max_step             | 0            |
|    mean_ep_length       | 167          |
|    mean_reward          | 128          |
|    num_episodes         | 5            |
|    out_of_road          | 0.975        |
|    raw_action           | 0.4296858    |
|    route_completion     | 0.317        |
|    success_rate         | 0            |
|    total_cost           | 6.39         |
| time/                   |              |
|    total_timesteps      | 320000       |
| train/                  |              |
|    approx_kl            | 0.0027951784 |
|    clip_fraction        | 0.0915       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.24        |
|    explained_variance   | 0.203        |
|    learning_rate        | 5e-05        |
|    loss                 | 26.7         |
|    n_updates            | 1260         |
|    policy_gradient_loss | -0.0018      |
|    std                  | 0.74         |
|    value_loss           | 53           |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 442      |
|    ep_rew_mean     | 256      |
| time/              |          |
|    fps             | 689      |
|    iterations      | 64       |
|    time_elapsed    | 463      |
|    total_timesteps | 320000   |
---------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 437           |
|    ep_rew_mean          | 253           |
| time/                   |               |
|    fps                  | 691           |
|    iterations           | 65            |
|    time_elapsed         | 469           |
|    total_timesteps      | 325000        |
| train/                  |               |
|    approx_kl            | 0.00040479112 |
|    clip_fraction        | 0.119         |
|    clip_range           | 0.1           |
|    entropy_loss         | -2.23         |
|    explained_variance   | 0.179         |
|    learning_rate        | 5e-05         |
|    loss                 | 18.5          |
|    n_updates            | 1280          |
|    policy_gradient_loss | 0.000243      |
|    std                  | 0.737         |
|    value_loss           | 47            |
-------------------------------------------
-----------------------------------------
| eval/                   |             |
|    arrive_dest          | 0.0303      |
|    crash                | 0.212       |
|    max_step             | 0           |
|    mean_ep_length       | 163         |
|    mean_reward          | 194         |
|    num_episodes         | 5           |
|    out_of_road          | 0.97        |
|    raw_action           | 0.43397808  |
|    route_completion     | 0.327       |
|    success_rate         | 0.2         |
|    total_cost           | 6.67        |
| time/                   |             |
|    total_timesteps      | 330000      |
| train/                  |             |
|    approx_kl            | 0.016417982 |
|    clip_fraction        | 0.14        |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.22       |
|    explained_variance   | 0.359       |
|    learning_rate        | 5e-05       |
|    loss                 | 18.5        |
|    n_updates            | 1300        |
|    policy_gradient_loss | 4.54e-05    |
|    std                  | 0.733       |
|    value_loss           | 41.9        |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 441      |
|    ep_rew_mean     | 261      |
| time/              |          |
|    fps             | 691      |
|    iterations      | 66       |
|    time_elapsed    | 476      |
|    total_timesteps | 330000   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 434          |
|    ep_rew_mean          | 267          |
| time/                   |              |
|    fps                  | 694          |
|    iterations           | 67           |
|    time_elapsed         | 482          |
|    total_timesteps      | 335000       |
| train/                  |              |
|    approx_kl            | 0.0023691352 |
|    clip_fraction        | 0.12         |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.21        |
|    explained_variance   | 0.198        |
|    learning_rate        | 5e-05        |
|    loss                 | 36.3         |
|    n_updates            | 1320         |
|    policy_gradient_loss | -0.00101     |
|    std                  | 0.729        |
|    value_loss           | 46.5         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.0353       |
|    crash                | 0.212        |
|    max_step             | 0            |
|    mean_ep_length       | 148          |
|    mean_reward          | 95.2         |
|    num_episodes         | 5            |
|    out_of_road          | 0.965        |
|    raw_action           | 0.4357877    |
|    route_completion     | 0.332        |
|    success_rate         | 0.2          |
|    total_cost           | 7.39         |
| time/                   |              |
|    total_timesteps      | 340000       |
| train/                  |              |
|    approx_kl            | 0.0034473422 |
|    clip_fraction        | 0.0822       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.2         |
|    explained_variance   | 0.279        |
|    learning_rate        | 5e-05        |
|    loss                 | 30.6         |
|    n_updates            | 1340         |
|    policy_gradient_loss | -0.00152     |
|    std                  | 0.724        |
|    value_loss           | 41.8         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 432      |
|    ep_rew_mean     | 266      |
| time/              |          |
|    fps             | 693      |
|    iterations      | 68       |
|    time_elapsed    | 490      |
|    total_timesteps | 340000   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 411          |
|    ep_rew_mean          | 257          |
| time/                   |              |
|    fps                  | 696          |
|    iterations           | 69           |
|    time_elapsed         | 495          |
|    total_timesteps      | 345000       |
| train/                  |              |
|    approx_kl            | 0.0020817178 |
|    clip_fraction        | 0.113        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.19        |
|    explained_variance   | 0.141        |
|    learning_rate        | 5e-05        |
|    loss                 | 19.2         |
|    n_updates            | 1360         |
|    policy_gradient_loss | -0.000436    |
|    std                  | 0.722        |
|    value_loss           | 56.7         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.04         |
|    crash                | 0.223        |
|    max_step             | 0            |
|    mean_ep_length       | 161          |
|    mean_reward          | 122          |
|    num_episodes         | 5            |
|    out_of_road          | 0.96         |
|    raw_action           | 0.4385816    |
|    route_completion     | 0.337        |
|    success_rate         | 0.2          |
|    total_cost           | 8.01         |
| time/                   |              |
|    total_timesteps      | 350000       |
| train/                  |              |
|    approx_kl            | 0.0012599599 |
|    clip_fraction        | 0.0985       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.18        |
|    explained_variance   | 0.312        |
|    learning_rate        | 5e-05        |
|    loss                 | 29.4         |
|    n_updates            | 1380         |
|    policy_gradient_loss | -0.000284    |
|    std                  | 0.72         |
|    value_loss           | 57.5         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 399      |
|    ep_rew_mean     | 251      |
| time/              |          |
|    fps             | 693      |
|    iterations      | 70       |
|    time_elapsed    | 504      |
|    total_timesteps | 350000   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 407          |
|    ep_rew_mean          | 258          |
| time/                   |              |
|    fps                  | 695          |
|    iterations           | 71           |
|    time_elapsed         | 510          |
|    total_timesteps      | 355000       |
| train/                  |              |
|    approx_kl            | 0.0013140849 |
|    clip_fraction        | 0.0806       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.18        |
|    explained_variance   | 0.268        |
|    learning_rate        | 5e-05        |
|    loss                 | 26.2         |
|    n_updates            | 1400         |
|    policy_gradient_loss | -0.00139     |
|    std                  | 0.718        |
|    value_loss           | 58.9         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.0389       |
|    crash                | 0.233        |
|    max_step             | 0            |
|    mean_ep_length       | 102          |
|    mean_reward          | 102          |
|    num_episodes         | 5            |
|    out_of_road          | 0.961        |
|    raw_action           | 0.43845674   |
|    route_completion     | 0.336        |
|    success_rate         | 0            |
|    total_cost           | 7.84         |
| time/                   |              |
|    total_timesteps      | 360000       |
| train/                  |              |
|    approx_kl            | 0.0028784208 |
|    clip_fraction        | 0.155        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.17        |
|    explained_variance   | 0.25         |
|    learning_rate        | 5e-05        |
|    loss                 | 20.8         |
|    n_updates            | 1420         |
|    policy_gradient_loss | -0.000517    |
|    std                  | 0.715        |
|    value_loss           | 53.2         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 399      |
|    ep_rew_mean     | 257      |
| time/              |          |
|    fps             | 696      |
|    iterations      | 72       |
|    time_elapsed    | 516      |
|    total_timesteps | 360000   |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 396         |
|    ep_rew_mean          | 259         |
| time/                   |             |
|    fps                  | 699         |
|    iterations           | 73          |
|    time_elapsed         | 522         |
|    total_timesteps      | 365000      |
| train/                  |             |
|    approx_kl            | 0.006504187 |
|    clip_fraction        | 0.128       |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.16       |
|    explained_variance   | 0.236       |
|    learning_rate        | 5e-05       |
|    loss                 | 11.8        |
|    n_updates            | 1440        |
|    policy_gradient_loss | -0.00109    |
|    std                  | 0.713       |
|    value_loss           | 58.7        |
-----------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.0378       |
|    crash                | 0.232        |
|    max_step             | 0            |
|    mean_ep_length       | 124          |
|    mean_reward          | 135          |
|    num_episodes         | 5            |
|    out_of_road          | 0.962        |
|    raw_action           | 0.43909484   |
|    route_completion     | 0.338        |
|    success_rate         | 0            |
|    total_cost           | 7.71         |
| time/                   |              |
|    total_timesteps      | 370000       |
| train/                  |              |
|    approx_kl            | 0.0047182753 |
|    clip_fraction        | 0.148        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.15        |
|    explained_variance   | 0.308        |
|    learning_rate        | 5e-05        |
|    loss                 | 19.9         |
|    n_updates            | 1460         |
|    policy_gradient_loss | -0.00154     |
|    std                  | 0.71         |
|    value_loss           | 50.1         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 385      |
|    ep_rew_mean     | 253      |
| time/              |          |
|    fps             | 700      |
|    iterations      | 74       |
|    time_elapsed    | 528      |
|    total_timesteps | 370000   |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 384         |
|    ep_rew_mean          | 256         |
| time/                   |             |
|    fps                  | 703         |
|    iterations           | 75          |
|    time_elapsed         | 533         |
|    total_timesteps      | 375000      |
| train/                  |             |
|    approx_kl            | 0.006172828 |
|    clip_fraction        | 0.119       |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.15       |
|    explained_variance   | 0.315       |
|    learning_rate        | 5e-05       |
|    loss                 | 8.76        |
|    n_updates            | 1480        |
|    policy_gradient_loss | 0.00105     |
|    std                  | 0.707       |
|    value_loss           | 60.1        |
-----------------------------------------
-----------------------------------------
| eval/                   |             |
|    arrive_dest          | 0.0368      |
|    crash                | 0.237       |
|    max_step             | 0           |
|    mean_ep_length       | 114         |
|    mean_reward          | 109         |
|    num_episodes         | 5           |
|    out_of_road          | 0.963       |
|    raw_action           | 0.44021443  |
|    route_completion     | 0.339       |
|    success_rate         | 0           |
|    total_cost           | 7.74        |
| time/                   |             |
|    total_timesteps      | 380000      |
| train/                  |             |
|    approx_kl            | 0.002455233 |
|    clip_fraction        | 0.137       |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.14       |
|    explained_variance   | 0.33        |
|    learning_rate        | 5e-05       |
|    loss                 | 16.7        |
|    n_updates            | 1500        |
|    policy_gradient_loss | 0.000802    |
|    std                  | 0.704       |
|    value_loss           | 57.8        |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 368      |
|    ep_rew_mean     | 246      |
| time/              |          |
|    fps             | 702      |
|    iterations      | 76       |
|    time_elapsed    | 540      |
|    total_timesteps | 380000   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 370          |
|    ep_rew_mean          | 251          |
| time/                   |              |
|    fps                  | 705          |
|    iterations           | 77           |
|    time_elapsed         | 546          |
|    total_timesteps      | 385000       |
| train/                  |              |
|    approx_kl            | 0.0011319022 |
|    clip_fraction        | 0.0922       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.13        |
|    explained_variance   | 0.214        |
|    learning_rate        | 5e-05        |
|    loss                 | 36.5         |
|    n_updates            | 1520         |
|    policy_gradient_loss | -0.00247     |
|    std                  | 0.701        |
|    value_loss           | 78.8         |
------------------------------------------
-----------------------------------------
| eval/                   |             |
|    arrive_dest          | 0.0359      |
|    crash                | 0.236       |
|    max_step             | 0           |
|    mean_ep_length       | 168         |
|    mean_reward          | 230         |
|    num_episodes         | 5           |
|    out_of_road          | 0.964       |
|    raw_action           | 0.4423072   |
|    route_completion     | 0.346       |
|    success_rate         | 0           |
|    total_cost           | 7.59        |
| time/                   |             |
|    total_timesteps      | 390000      |
| train/                  |             |
|    approx_kl            | 0.003034351 |
|    clip_fraction        | 0.15        |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.13       |
|    explained_variance   | 0.309       |
|    learning_rate        | 5e-05       |
|    loss                 | 17.2        |
|    n_updates            | 1540        |
|    policy_gradient_loss | 0.000962    |
|    std                  | 0.702       |
|    value_loss           | 60.6        |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 360      |
|    ep_rew_mean     | 247      |
| time/              |          |
|    fps             | 704      |
|    iterations      | 78       |
|    time_elapsed    | 553      |
|    total_timesteps | 390000   |
---------------------------------
------------------------------------------
| rollout/                |              |
