Using cpu device
Logging to runs\ppo_metadrive_10_scenarios\ppo_metadrive_10_scenarios_2025-03-18_18-59-30_e347670b\ppo_metadrive_10_scenarios_1
-----------------------------
| time/              |      |
|    out_of_road          | 1            |
|    raw_action           | 0.43074378   |
|    route_completion     | 0.266        |
|    success_rate         | 0            |
|    total_cost           | 4.51         |
| time/                   |              |
|    total_timesteps      | 180000       |
| train/                  |              |
|    approx_kl            | 0.0015014269 |
|    clip_fraction        | 0.0295       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.45        |
|    explained_variance   | 0.389        |
|    learning_rate        | 5e-05        |
|    loss                 | 24.4         |
|    n_updates            | 1400         |
|    policy_gradient_loss | -0.00333     |
|    std                  | 0.822        |
|    value_loss           | 47.5         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 410      |
|    ep_rew_mean     | 183      |
| time/              |          |
|    fps             | 908      |
|    iterations      | 71       |
|    time_elapsed    | 199      |
|    total_timesteps | 181760   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 417          |
|    ep_rew_mean          | 189          |
| time/                   |              |
|    fps                  | 910          |
|    iterations           | 72           |
|    time_elapsed         | 202          |
|    total_timesteps      | 184320       |
| train/                  |              |
|    approx_kl            | 0.0014614363 |
|    clip_fraction        | 0.0871       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.44        |
|    explained_variance   | 0.311        |
|    learning_rate        | 5e-05        |
|    loss                 | 23.5         |
|    n_updates            | 1420         |
|    policy_gradient_loss | -0.00134     |
|    std                  | 0.82         |
|    value_loss           | 38.2         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 417          |
|    ep_rew_mean          | 191          |
| time/                   |              |
|    fps                  | 912          |
|    iterations           | 73           |
|    time_elapsed         | 204          |
|    total_timesteps      | 186880       |
| train/                  |              |
|    approx_kl            | 0.0014879998 |
|    clip_fraction        | 0.0615       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.44        |
|    explained_variance   | 0.196        |
|    learning_rate        | 5e-05        |
|    loss                 | 16.2         |
|    n_updates            | 1440         |
|    policy_gradient_loss | -0.00194     |
|    std                  | 0.82         |
|    value_loss           | 32.7         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 413          |
|    ep_rew_mean          | 193          |
| time/                   |              |
|    fps                  | 914          |
|    iterations           | 74           |
|    time_elapsed         | 207          |
|    total_timesteps      | 189440       |
| train/                  |              |
|    approx_kl            | 0.0027939782 |
|    clip_fraction        | 0.096        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.44        |
|    explained_variance   | 0.127        |
|    learning_rate        | 5e-05        |
|    loss                 | 15.4         |
|    n_updates            | 1460         |
|    policy_gradient_loss | -0.00287     |
|    std                  | 0.816        |
|    value_loss           | 38.3         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.0105       |
|    crash                | 0.168        |
|    max_step             | 0            |
|    mean_ep_length       | 125          |
|    mean_reward          | 144          |
|    num_episodes         | 5            |
|    out_of_road          | 0.989        |
|    raw_action           | 0.43107834   |
|    route_completion     | 0.273        |
|    success_rate         | 0.2          |
|    total_cost           | 4.56         |
| time/                   |              |
|    total_timesteps      | 190000       |
| train/                  |              |
|    approx_kl            | 0.0028948616 |
|    clip_fraction        | 0.143        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.43        |
|    explained_variance   | 0.0747       |
|    learning_rate        | 5e-05        |
|    loss                 | 14.9         |
|    n_updates            | 1480         |
|    policy_gradient_loss | -0.00448     |
|    std                  | 0.817        |
|    value_loss           | 35.4         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 409      |
|    ep_rew_mean     | 191      |
| time/              |          |
|    fps             | 906      |
|    iterations      | 75       |
|    time_elapsed    | 211      |
|    total_timesteps | 192000   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 408          |
|    ep_rew_mean          | 194          |
| time/                   |              |
|    fps                  | 907          |
|    iterations           | 76           |
|    time_elapsed         | 214          |
|    total_timesteps      | 194560       |
| train/                  |              |
|    approx_kl            | 0.0032244013 |
|    clip_fraction        | 0.093        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.43        |
|    explained_variance   | 0.312        |
|    learning_rate        | 5e-05        |
|    loss                 | 9.17         |
|    n_updates            | 1500         |
|    policy_gradient_loss | -0.00254     |
|    std                  | 0.815        |
|    value_loss           | 22.3         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 401          |
|    ep_rew_mean          | 192          |
| time/                   |              |
|    fps                  | 909          |
|    iterations           | 77           |
|    time_elapsed         | 216          |
|    total_timesteps      | 197120       |
| train/                  |              |
|    approx_kl            | 0.0010529902 |
|    clip_fraction        | 0.0635       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.43        |
|    explained_variance   | 0.0889       |
|    learning_rate        | 5e-05        |
|    loss                 | 11.6         |
|    n_updates            | 1520         |
|    policy_gradient_loss | -0.00275     |
|    std                  | 0.813        |
|    value_loss           | 34.7         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 411          |
|    ep_rew_mean          | 199          |
| time/                   |              |
|    fps                  | 912          |
|    iterations           | 78           |
|    time_elapsed         | 218          |
|    total_timesteps      | 199680       |
| train/                  |              |
|    approx_kl            | 0.0014578083 |
|    clip_fraction        | 0.0722       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.42        |
|    explained_variance   | 0.302        |
|    learning_rate        | 5e-05        |
|    loss                 | 22.6         |
|    n_updates            | 1540         |
|    policy_gradient_loss | -0.00318     |
|    std                  | 0.812        |
|    value_loss           | 47.7         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.01         |
|    crash                | 0.16         |
|    max_step             | 0            |
|    mean_ep_length       | 82           |
|    mean_reward          | 86.7         |
|    num_episodes         | 5            |
|    out_of_road          | 0.99         |
|    raw_action           | 0.43392402   |
|    route_completion     | 0.272        |
|    success_rate         | 0            |
|    total_cost           | 4.38         |
| time/                   |              |
|    total_timesteps      | 200000       |
| train/                  |              |
|    approx_kl            | 0.0009272363 |
|    clip_fraction        | 0.0337       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.42        |
|    explained_variance   | 0.755        |
|    learning_rate        | 5e-05        |
|    loss                 | 14           |
|    n_updates            | 1560         |
|    policy_gradient_loss | -0.00173     |
|    std                  | 0.813        |
|    value_loss           | 32.4         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 418      |
|    ep_rew_mean     | 206      |
| time/              |          |
|    fps             | 911      |
|    iterations      | 79       |
|    time_elapsed    | 221      |
|    total_timesteps | 202240   |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 416         |
|    ep_rew_mean          | 206         |
| time/                   |             |
|    fps                  | 912         |
|    iterations           | 80          |
|    time_elapsed         | 224         |
|    total_timesteps      | 204800      |
| train/                  |             |
|    approx_kl            | 0.000662985 |
|    clip_fraction        | 0.0425      |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.42       |
|    explained_variance   | 0.81        |
|    learning_rate        | 5e-05       |
|    loss                 | 18.8        |
|    n_updates            | 1580        |
|    policy_gradient_loss | -0.0026     |
|    std                  | 0.81        |
|    value_loss           | 39.6        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 418          |
|    ep_rew_mean          | 212          |
| time/                   |              |
|    fps                  | 915          |
|    iterations           | 81           |
|    time_elapsed         | 226          |
|    total_timesteps      | 207360       |
| train/                  |              |
|    approx_kl            | 0.0013209888 |
|    clip_fraction        | 0.0586       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.42        |
|    explained_variance   | 0.87         |
|    learning_rate        | 5e-05        |
|    loss                 | 15.7         |
|    n_updates            | 1600         |
|    policy_gradient_loss | -0.0023      |
|    std                  | 0.81         |
|    value_loss           | 30.6         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 418          |
|    ep_rew_mean          | 213          |
| time/                   |              |
|    fps                  | 916          |
|    iterations           | 82           |
|    time_elapsed         | 228          |
|    total_timesteps      | 209920       |
| train/                  |              |
|    approx_kl            | 0.0012989556 |
|    clip_fraction        | 0.0742       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.41        |
|    explained_variance   | 0.877        |
|    learning_rate        | 5e-05        |
|    loss                 | 27.9         |
|    n_updates            | 1620         |
|    policy_gradient_loss | -0.0021      |
|    std                  | 0.806        |
|    value_loss           | 39.9         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.00952      |
|    crash                | 0.152        |
|    max_step             | 0            |
|    mean_ep_length       | 102          |
|    mean_reward          | 130          |
|    num_episodes         | 5            |
|    out_of_road          | 0.99         |
|    raw_action           | 0.4362516    |
|    route_completion     | 0.276        |
|    success_rate         | 0            |
|    total_cost           | 4.24         |
| time/                   |              |
|    total_timesteps      | 210000       |
| train/                  |              |
|    approx_kl            | 0.0011979205 |
|    clip_fraction        | 0.0412       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.4         |
|    explained_variance   | 0.895        |
|    learning_rate        | 5e-05        |
|    loss                 | 22.9         |
|    n_updates            | 1640         |
|    policy_gradient_loss | -0.00224     |
|    std                  | 0.805        |
|    value_loss           | 38.7         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 417      |
|    ep_rew_mean     | 215      |
| time/              |          |
|    fps             | 915      |
|    iterations      | 83       |
|    time_elapsed    | 232      |
|    total_timesteps | 212480   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 414          |
|    ep_rew_mean          | 213          |
| time/                   |              |
|    fps                  | 918          |
|    iterations           | 84           |
|    time_elapsed         | 234          |
|    total_timesteps      | 215040       |
| train/                  |              |
|    approx_kl            | 0.0010540215 |
|    clip_fraction        | 0.12         |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.4         |
|    explained_variance   | 0.912        |
|    learning_rate        | 5e-05        |
|    loss                 | 10.4         |
|    n_updates            | 1660         |
|    policy_gradient_loss | -0.00139     |
|    std                  | 0.802        |
|    value_loss           | 34.3         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 432         |
|    ep_rew_mean          | 226         |
| time/                   |             |
|    fps                  | 920         |
|    iterations           | 85          |
|    time_elapsed         | 236         |
|    total_timesteps      | 217600      |
| train/                  |             |
|    approx_kl            | 0.001889763 |
|    clip_fraction        | 0.0841      |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.4        |
|    explained_variance   | 0.954       |
|    learning_rate        | 5e-05       |
|    loss                 | 7.51        |
|    n_updates            | 1680        |
|    policy_gradient_loss | -0.00289    |
|    std                  | 0.802       |
|    value_loss           | 18.6        |
-----------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.00909      |
|    crash                | 0.164        |
|    max_step             | 0            |
|    mean_ep_length       | 120          |
|    mean_reward          | 133          |
|    num_episodes         | 5            |
|    out_of_road          | 0.991        |
|    raw_action           | 0.4380568    |
|    route_completion     | 0.284        |
|    success_rate         | 0            |
|    total_cost           | 4.51         |
| time/                   |              |
|    total_timesteps      | 220000       |
| train/                  |              |
|    approx_kl            | 0.0009470192 |
|    clip_fraction        | 0.0362       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.39        |
|    explained_variance   | 0.894        |
|    learning_rate        | 5e-05        |
|    loss                 | 25           |
|    n_updates            | 1700         |
|    policy_gradient_loss | -0.00215     |
|    std                  | 0.8          |
|    value_loss           | 46.7         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 416      |
|    ep_rew_mean     | 219      |
| time/              |          |
|    fps             | 918      |
|    iterations      | 86       |
|    time_elapsed    | 239      |
|    total_timesteps | 220160   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 434          |
|    ep_rew_mean          | 206          |
| time/                   |              |
|    fps                  | 919          |
|    iterations           | 87           |
|    time_elapsed         | 242          |
|    total_timesteps      | 222720       |
| train/                  |              |
|    approx_kl            | 0.0014548211 |
|    clip_fraction        | 0.119        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.39        |
|    explained_variance   | 0.903        |
|    learning_rate        | 5e-05        |
|    loss                 | 19.8         |
|    n_updates            | 1720         |
|    policy_gradient_loss | -0.00187     |
|    std                  | 0.798        |
|    value_loss           | 44.6         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 438          |
|    ep_rew_mean          | 207          |
| time/                   |              |
|    fps                  | 921          |
|    iterations           | 88           |
|    time_elapsed         | 244          |
|    total_timesteps      | 225280       |
| train/                  |              |
|    approx_kl            | 0.0015993962 |
|    clip_fraction        | 0.0458       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.38        |
|    explained_variance   | 0.926        |
|    learning_rate        | 5e-05        |
|    loss                 | 13.4         |
|    n_updates            | 1740         |
|    policy_gradient_loss | -0.00152     |
|    std                  | 0.795        |
|    value_loss           | 31.2         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 434          |
|    ep_rew_mean          | 208          |
| time/                   |              |
|    fps                  | 922          |
|    iterations           | 89           |
|    time_elapsed         | 247          |
|    total_timesteps      | 227840       |
| train/                  |              |
|    approx_kl            | 0.0021343278 |
|    clip_fraction        | 0.0514       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.38        |
|    explained_variance   | 0.131        |
|    learning_rate        | 5e-05        |
|    loss                 | 18           |
|    n_updates            | 1760         |
|    policy_gradient_loss | -0.00138     |
|    std                  | 0.794        |
|    value_loss           | 39.6         |
------------------------------------------
-----------------------------------------
| eval/                   |             |
|    arrive_dest          | 0.0087      |
|    crash                | 0.165       |
|    max_step             | 0           |
|    mean_ep_length       | 108         |
|    mean_reward          | 126         |
|    num_episodes         | 5           |
|    out_of_road          | 0.991       |
|    raw_action           | 0.4396502   |
|    route_completion     | 0.29        |
|    success_rate         | 0           |
|    total_cost           | 4.45        |
| time/                   |             |
|    total_timesteps      | 230000      |
| train/                  |             |
|    approx_kl            | 0.002048968 |
|    clip_fraction        | 0.115       |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.37       |
|    explained_variance   | 0.0786      |
|    learning_rate        | 5e-05       |
|    loss                 | 17.3        |
|    n_updates            | 1780        |
|    policy_gradient_loss | -0.00277    |
|    std                  | 0.792       |
|    value_loss           | 53.1        |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 440      |
|    ep_rew_mean     | 213      |
| time/              |          |
|    fps             | 921      |
|    iterations      | 90       |
|    time_elapsed    | 250      |
|    total_timesteps | 230400   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 449          |
|    ep_rew_mean          | 223          |
| time/                   |              |
|    fps                  | 922          |
|    iterations           | 91           |
|    time_elapsed         | 252          |
|    total_timesteps      | 232960       |
| train/                  |              |
|    approx_kl            | 0.0015250616 |
|    clip_fraction        | 0.0643       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.37        |
|    explained_variance   | 0.102        |
|    learning_rate        | 5e-05        |
|    loss                 | 11.1         |
|    n_updates            | 1800         |
|    policy_gradient_loss | -0.00219     |
|    std                  | 0.791        |
|    value_loss           | 34.1         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 445          |
|    ep_rew_mean          | 223          |
| time/                   |              |
|    fps                  | 924          |
|    iterations           | 92           |
|    time_elapsed         | 254          |
|    total_timesteps      | 235520       |
| train/                  |              |
|    approx_kl            | 0.0014866751 |
|    clip_fraction        | 0.148        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.36        |
|    explained_variance   | -0.0148      |
|    learning_rate        | 5e-05        |
|    loss                 | 19.2         |
|    n_updates            | 1820         |
|    policy_gradient_loss | -0.00119     |
|    std                  | 0.786        |
|    value_loss           | 54.3         |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 445           |
|    ep_rew_mean          | 225           |
| time/                   |               |
|    fps                  | 926           |
|    iterations           | 93            |
|    time_elapsed         | 256           |
|    total_timesteps      | 238080        |
| train/                  |               |
|    approx_kl            | 0.00080946536 |
|    clip_fraction        | 0.099         |
|    clip_range           | 0.1           |
|    entropy_loss         | -2.35         |
|    explained_variance   | 0.0279        |
|    learning_rate        | 5e-05         |
|    loss                 | 21.5          |
|    n_updates            | 1840          |
|    policy_gradient_loss | -0.000965     |
|    std                  | 0.785         |
|    value_loss           | 40.4          |
-------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.00833      |
|    crash                | 0.167        |
|    max_step             | 0            |
|    mean_ep_length       | 103          |
|    mean_reward          | 118          |
|    num_episodes         | 5            |
|    out_of_road          | 0.992        |
|    raw_action           | 0.44034085   |
|    route_completion     | 0.293        |
|    success_rate         | 0            |
|    total_cost           | 4.42         |
| time/                   |              |
|    total_timesteps      | 240000       |
| train/                  |              |
|    approx_kl            | 0.0018697788 |
|    clip_fraction        | 0.056        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.35        |
|    explained_variance   | 0.0281       |
|    learning_rate        | 5e-05        |
|    loss                 | 26.8         |
|    n_updates            | 1860         |
|    policy_gradient_loss | -0.002       |
|    std                  | 0.782        |
|    value_loss           | 44.6         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 446      |
|    ep_rew_mean     | 229      |
| time/              |          |
|    fps             | 924      |
|    iterations      | 94       |
|    time_elapsed    | 260      |
|    total_timesteps | 240640   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 449          |
|    ep_rew_mean          | 232          |
| time/                   |              |
|    fps                  | 926          |
|    iterations           | 95           |
|    time_elapsed         | 262          |
|    total_timesteps      | 243200       |
| train/                  |              |
|    approx_kl            | 0.0028267838 |
|    clip_fraction        | 0.131        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.34        |
|    explained_variance   | 0.0495       |
|    learning_rate        | 5e-05        |
|    loss                 | 22           |
|    n_updates            | 1880         |
|    policy_gradient_loss | -0.00439     |
|    std                  | 0.78         |
|    value_loss           | 32           |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 455          |
|    ep_rew_mean          | 236          |
| time/                   |              |
|    fps                  | 928          |
|    iterations           | 96           |
|    time_elapsed         | 264          |
|    total_timesteps      | 245760       |
| train/                  |              |
|    approx_kl            | 0.0022664207 |
|    clip_fraction        | 0.085        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.34        |
|    explained_variance   | 0.253        |
|    learning_rate        | 5e-05        |
|    loss                 | 10.4         |
|    n_updates            | 1900         |
|    policy_gradient_loss | -0.00211     |
|    std                  | 0.778        |
|    value_loss           | 31           |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 452         |
|    ep_rew_mean          | 234         |
| time/                   |             |
|    fps                  | 930         |
|    iterations           | 97          |
|    time_elapsed         | 267         |
|    total_timesteps      | 248320      |
| train/                  |             |
|    approx_kl            | 0.001216191 |
|    clip_fraction        | 0.0707      |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.33       |
|    explained_variance   | 0.418       |
|    learning_rate        | 5e-05       |
|    loss                 | 24.1        |
|    n_updates            | 1920        |
|    policy_gradient_loss | -0.00214    |
|    std                  | 0.777       |
|    value_loss           | 41.5        |
-----------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.008        |
|    crash                | 0.184        |
|    max_step             | 0            |
|    mean_ep_length       | 95.6         |
|    mean_reward          | 104          |
|    num_episodes         | 5            |
|    out_of_road          | 0.992        |
|    raw_action           | 0.44325352   |
|    route_completion     | 0.293        |
|    success_rate         | 0            |
|    total_cost           | 4.33         |
| time/                   |              |
|    total_timesteps      | 250000       |
| train/                  |              |
|    approx_kl            | 0.0014755985 |
|    clip_fraction        | 0.0798       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.33        |
|    explained_variance   | 0.372        |
|    learning_rate        | 5e-05        |
|    loss                 | 32.2         |
|    n_updates            | 1940         |
|    policy_gradient_loss | -0.00298     |
|    std                  | 0.776        |
|    value_loss           | 56.5         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 450      |
|    ep_rew_mean     | 235      |
| time/              |          |
|    fps             | 928      |
|    iterations      | 98       |
|    time_elapsed    | 270      |
|    total_timesteps | 250880   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 454          |
|    ep_rew_mean          | 240          |
| time/                   |              |
|    fps                  | 929          |
|    iterations           | 99           |
|    time_elapsed         | 272          |
|    total_timesteps      | 253440       |
| train/                  |              |
|    approx_kl            | 0.0006521285 |
|    clip_fraction        | 0.0388       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.33        |
|    explained_variance   | 0.359        |
|    learning_rate        | 5e-05        |
|    loss                 | 25.2         |
|    n_updates            | 1960         |
|    policy_gradient_loss | -0.00296     |
|    std                  | 0.775        |
|    value_loss           | 40.5         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 445          |
|    ep_rew_mean          | 235          |
| time/                   |              |
|    fps                  | 930          |
|    iterations           | 100          |
|    time_elapsed         | 275          |
|    total_timesteps      | 256000       |
| train/                  |              |
|    approx_kl            | 0.0004929419 |
|    clip_fraction        | 0.0871       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.32        |
|    explained_variance   | 0.213        |
|    learning_rate        | 5e-05        |
|    loss                 | 25.4         |
|    n_updates            | 1980         |
|    policy_gradient_loss | -0.000523    |
|    std                  | 0.773        |
|    value_loss           | 55.4         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 434          |
|    ep_rew_mean          | 230          |
| time/                   |              |
|    fps                  | 930          |
|    iterations           | 101          |
|    time_elapsed         | 277          |
|    total_timesteps      | 258560       |
| train/                  |              |
|    approx_kl            | 0.0013047376 |
|    clip_fraction        | 0.0653       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.32        |
|    explained_variance   | 0.35         |
|    learning_rate        | 5e-05        |
|    loss                 | 30.5         |
|    n_updates            | 2000         |
|    policy_gradient_loss | -0.00136     |
|    std                  | 0.772        |
|    value_loss           | 54           |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.00769      |
|    crash                | 0.177        |
|    max_step             | 0            |
|    mean_ep_length       | 87.6         |
|    mean_reward          | 94.1         |
|    num_episodes         | 5            |
|    out_of_road          | 0.992        |
|    raw_action           | 0.44429952   |
|    route_completion     | 0.292        |
|    success_rate         | 0            |
|    total_cost           | 4.28         |
| time/                   |              |
|    total_timesteps      | 260000       |
| train/                  |              |
|    approx_kl            | 0.0008558493 |
|    clip_fraction        | 0.0586       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.32        |
|    explained_variance   | 0.253        |
|    learning_rate        | 5e-05        |
|    loss                 | 25.1         |
|    n_updates            | 2020         |
|    policy_gradient_loss | -0.00266     |
|    std                  | 0.772        |
|    value_loss           | 54.2         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 441      |
|    ep_rew_mean     | 239      |
| time/              |          |
|    fps             | 928      |
|    iterations      | 102      |
|    time_elapsed    | 281      |
|    total_timesteps | 261120   |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 447         |
|    ep_rew_mean          | 243         |
| time/                   |             |
|    fps                  | 930         |
|    iterations           | 103         |
|    time_elapsed         | 283         |
|    total_timesteps      | 263680      |
| train/                  |             |
|    approx_kl            | 0.001137372 |
|    clip_fraction        | 0.0728      |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.32       |
|    explained_variance   | 0.111       |
|    learning_rate        | 5e-05       |
|    loss                 | 15.5        |
|    n_updates            | 2040        |
|    policy_gradient_loss | -0.0027     |
|    std                  | 0.771       |
|    value_loss           | 41.2        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 417          |
|    ep_rew_mean          | 258          |
| time/                   |              |
|    fps                  | 932          |
|    iterations           | 104          |
|    time_elapsed         | 285          |
|    total_timesteps      | 266240       |
| train/                  |              |
|    approx_kl            | 0.0016886288 |
|    clip_fraction        | 0.119        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.31        |
|    explained_variance   | 0.149        |
|    learning_rate        | 5e-05        |
|    loss                 | 30.7         |
|    n_updates            | 2060         |
|    policy_gradient_loss | 0.00135      |
|    std                  | 0.768        |
|    value_loss           | 45.3         |
------------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 418       |
|    ep_rew_mean          | 259       |
| time/                   |           |
|    fps                  | 933       |
|    iterations           | 105       |
|    time_elapsed         | 287       |
|    total_timesteps      | 268800    |
| train/                  |           |
|    approx_kl            | 0.0007115 |
|    clip_fraction        | 0.104     |
|    clip_range           | 0.1       |
|    entropy_loss         | -2.31     |
|    explained_variance   | 0.16      |
|    learning_rate        | 5e-05     |
|    loss                 | 26.8      |
|    n_updates            | 2080      |
|    policy_gradient_loss | -0.00104  |
|    std                  | 0.766     |
|    value_loss           | 60.6      |
---------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.00741      |
|    crash                | 0.178        |
|    max_step             | 0            |
|    mean_ep_length       | 93.4         |
|    mean_reward          | 110          |
|    num_episodes         | 5            |
|    out_of_road          | 0.993        |
|    raw_action           | 0.44711438   |
|    route_completion     | 0.293        |
|    success_rate         | 0            |
|    total_cost           | 4.19         |
| time/                   |              |
|    total_timesteps      | 270000       |
| train/                  |              |
|    approx_kl            | 0.0036295485 |
|    clip_fraction        | 0.0853       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.3         |
|    explained_variance   | 0.149        |
|    learning_rate        | 5e-05        |
|    loss                 | 14.2         |
|    n_updates            | 2100         |
|    policy_gradient_loss | -0.00337     |
|    std                  | 0.764        |
|    value_loss           | 31.9         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 416      |
|    ep_rew_mean     | 260      |
| time/              |          |
|    fps             | 930      |
|    iterations      | 106      |
|    time_elapsed    | 291      |
|    total_timesteps | 271360   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 416          |
|    ep_rew_mean          | 261          |
| time/                   |              |
|    fps                  | 931          |
|    iterations           | 107          |
|    time_elapsed         | 294          |
|    total_timesteps      | 273920       |
| train/                  |              |
|    approx_kl            | 0.0016390665 |
|    clip_fraction        | 0.0763       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.3         |
|    explained_variance   | 0.183        |
|    learning_rate        | 5e-05        |
|    loss                 | 46.3         |
|    n_updates            | 2120         |
|    policy_gradient_loss | -0.00146     |
|    std                  | 0.763        |
|    value_loss           | 58.6         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 418         |
|    ep_rew_mean          | 265         |
| time/                   |             |
|    fps                  | 932         |
|    iterations           | 108         |
|    time_elapsed         | 296         |
|    total_timesteps      | 276480      |
| train/                  |             |
|    approx_kl            | 0.000735173 |
|    clip_fraction        | 0.0323      |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.29       |
|    explained_variance   | 0.154       |
|    learning_rate        | 5e-05       |
|    loss                 | 29.8        |
|    n_updates            | 2140        |
|    policy_gradient_loss | -0.00196    |
|    std                  | 0.762       |
|    value_loss           | 56.6        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 416          |
|    ep_rew_mean          | 266          |
| time/                   |              |
|    fps                  | 933          |
|    iterations           | 109          |
|    time_elapsed         | 298          |
|    total_timesteps      | 279040       |
| train/                  |              |
|    approx_kl            | 0.0011469729 |
