Using cpu device
Loading checkpoint from C:\Users\Colton\Documents\GitHub\cs260r-assignment-2025winter\mini_project\runs\ppo_metadrive_new_reward_5000\ppo_metadrive_new_reward_5000_2025-03-20_09-12-37_679e3d6f\models\rl_model_1300000_steps.zip!
Logging to runs\ppo_metadrive_new_reward_5000\ppo_metadrive_new_reward_5000_2025-03-20_10-44-32_97412f1e\ppo_metadrive_new_reward_5000_1
---------------------------------
| rollout/           |          |
|    approx_kl            | 0.0027821609 |
|    clip_fraction        | 0.111        |
|    clip_range           | 0.1          |
|    entropy_loss         | -1.83        |
|    explained_variance   | 0.64         |
|    learning_rate        | 5e-05        |
|    loss                 | 72.5         |
|    n_updates            | 600          |
|    policy_gradient_loss | -0.000747    |
|    std                  | 0.628        |
|    value_loss           | 241          |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.275        |
|    crash                | 0.275        |
|    max_step             | 0            |
|    mean_ep_length       | 213          |
|    mean_reward          | 218          |
|    num_episodes         | 5            |
|    out_of_road          | 0.725        |
|    raw_action           | 0.47713265   |
|    route_completion     | 0.595        |
|    success_rate         | 0.1          |
|    total_cost           | 17.8         |
| time/                   |              |
|    total_timesteps      | 160000       |
| train/                  |              |
|    approx_kl            | 0.0065000714 |
|    arrive_dest          | 0.138        |
|    clip_fraction        | 0.206        |
|    clip_range           | 0.1          |
|    crash                | 0.312        |
|    entropy_loss         | -1.83        |
|    explained_variance   | 0.745        |
|    learning_rate        | 5e-05        |
|    loss                 | 91.1         |
|    max_step             | 0            |
|    n_updates            | 620          |
|    out_of_road          | 0.863        |
|    policy_gradient_loss | 0.00288      |
|    route_completion     | 0.467        |
|    std                  | 0.626        |
|    total_cost           | 10.8         |
|    value_loss           | 146          |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 329      |
|    ep_rew_mean     | 289      |
| time/              |          |
|    fps             | 410      |
|    iterations      | 32       |
|    time_elapsed    | 398      |
|    total_timesteps | 163840   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 331          |
|    ep_rew_mean          | 292          |
| time/                   |              |
|    fps                  | 415          |
|    iterations           | 33           |
|    time_elapsed         | 406          |
|    total_timesteps      | 168960       |
| train/                  |              |
|    approx_kl            | 0.0025311732 |
|    clip_fraction        | 0.2          |
|    clip_range           | 0.1          |
|    entropy_loss         | -1.83        |
|    explained_variance   | 0.72         |
|    learning_rate        | 5e-05        |
|    loss                 | 87.8         |
|    n_updates            | 640          |
|    policy_gradient_loss | 0.00377      |
|    std                  | 0.627        |
|    value_loss           | 192          |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.259        |
|    crash                | 0.282        |
|    max_step             | 0            |
|    mean_ep_length       | 125          |
|    mean_reward          | 174          |
|    num_episodes         | 5            |
|    out_of_road          | 0.741        |
|    raw_action           | 0.4766919    |
|    route_completion     | 0.59         |
|    success_rate         | 0.1          |
|    total_cost           | 16.9         |
| time/                   |              |
|    total_timesteps      | 170000       |
| train/                  |              |
|    approx_kl            | 0.0066787787 |
|    arrive_dest          | 0.141        |
|    clip_fraction        | 0.103        |
|    clip_range           | 0.1          |
|    crash                | 0.306        |
|    entropy_loss         | -1.83        |
|    explained_variance   | 0.659        |
|    learning_rate        | 5e-05        |
|    loss                 | 132          |
|    max_step             | 0            |
|    n_updates            | 660          |
|    out_of_road          | 0.859        |
|    policy_gradient_loss | -0.000917    |
|    route_completion     | 0.482        |
|    std                  | 0.629        |
|    total_cost           | 10.7         |
|    value_loss           | 216          |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 327      |
|    ep_rew_mean     | 294      |
| time/              |          |
|    fps             | 412      |
|    iterations      | 34       |
|    time_elapsed    | 421      |
|    total_timesteps | 174080   |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 324         |
|    ep_rew_mean          | 293         |
| time/                   |             |
|    fps                  | 416         |
|    iterations           | 35          |
|    time_elapsed         | 430         |
|    total_timesteps      | 179200      |
| train/                  |             |
|    approx_kl            | 0.012688098 |
|    clip_fraction        | 0.147       |
|    clip_range           | 0.1         |
|    entropy_loss         | -1.84       |
|    explained_variance   | 0.745       |
|    learning_rate        | 5e-05       |
|    loss                 | 70.1        |
|    n_updates            | 680         |
|    policy_gradient_loss | 0.000367    |
|    std                  | 0.629       |
|    value_loss           | 188         |
-----------------------------------------
----------------------------------------
| eval/                   |            |
|    arrive_dest          | 0.256      |
|    crash                | 0.278      |
|    max_step             | 0          |
|    mean_ep_length       | 171        |
|    mean_reward          | 221        |
|    num_episodes         | 5          |
|    out_of_road          | 0.744      |
|    raw_action           | 0.47883412 |
|    route_completion     | 0.587      |
|    success_rate         | 0.2        |
|    total_cost           | 16.5       |
| time/                   |            |
|    total_timesteps      | 180000     |
| train/                  |            |
|    approx_kl            | 0.02924499 |
|    arrive_dest          | 0.144      |
|    clip_fraction        | 0.158      |
|    clip_range           | 0.1        |
|    crash                | 0.311      |
|    entropy_loss         | -1.83      |
|    explained_variance   | 0.74       |
|    learning_rate        | 5e-05      |
|    loss                 | 89.8       |
|    max_step             | 0          |
|    n_updates            | 700        |
|    out_of_road          | 0.856      |
|    policy_gradient_loss | 0.00251    |
|    route_completion     | 0.486      |
|    std                  | 0.628      |
|    total_cost           | 10.3       |
|    value_loss           | 208        |
----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 322      |
|    ep_rew_mean     | 297      |
| time/              |          |
|    fps             | 412      |
|    iterations      | 36       |
|    time_elapsed    | 446      |
|    total_timesteps | 184320   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 330          |
|    ep_rew_mean          | 299          |
| time/                   |              |
|    fps                  | 417          |
|    iterations           | 37           |
|    time_elapsed         | 454          |
|    total_timesteps      | 189440       |
| train/                  |              |
|    approx_kl            | 0.0039163996 |
|    clip_fraction        | 0.125        |
|    clip_range           | 0.1          |
|    entropy_loss         | -1.83        |
|    explained_variance   | 0.689        |
|    learning_rate        | 5e-05        |
|    loss                 | 77.5         |
|    n_updates            | 720          |
|    policy_gradient_loss | -0.0021      |
|    std                  | 0.629        |
|    value_loss           | 203          |
------------------------------------------
-----------------------------------------
| eval/                   |             |
|    arrive_dest          | 0.263       |
|    crash                | 0.295       |
|    max_step             | 0           |
|    mean_ep_length       | 196         |
|    mean_reward          | 293         |
|    num_episodes         | 5           |
|    out_of_road          | 0.737       |
|    raw_action           | 0.47689342  |
|    route_completion     | 0.595       |
|    success_rate         | 0.3         |
|    total_cost           | 16.1        |
| time/                   |             |
|    total_timesteps      | 190000      |
| train/                  |             |
|    approx_kl            | 0.002075826 |
|    arrive_dest          | 0.147       |
|    clip_fraction        | 0.177       |
|    clip_range           | 0.1         |
|    crash                | 0.305       |
|    entropy_loss         | -1.83       |
|    explained_variance   | 0.764       |
|    learning_rate        | 5e-05       |
|    loss                 | 72.9        |
|    max_step             | 0           |
|    n_updates            | 740         |
|    out_of_road          | 0.853       |
|    policy_gradient_loss | 0.00141     |
|    route_completion     | 0.485       |
|    std                  | 0.628       |
|    total_cost           | 10.8        |
|    value_loss           | 160         |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 336      |
|    ep_rew_mean     | 303      |
| time/              |          |
|    fps             | 413      |
|    iterations      | 38       |
|    time_elapsed    | 470      |
|    total_timesteps | 194560   |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 335         |
|    ep_rew_mean          | 306         |
| time/                   |             |
|    fps                  | 417         |
|    iterations           | 39          |
|    time_elapsed         | 478         |
|    total_timesteps      | 199680      |
| train/                  |             |
|    approx_kl            | 0.013172326 |
|    clip_fraction        | 0.161       |
|    clip_range           | 0.1         |
|    entropy_loss         | -1.83       |
|    explained_variance   | 0.761       |
|    learning_rate        | 5e-05       |
|    loss                 | 50.7        |
|    n_updates            | 760         |
|    policy_gradient_loss | 0.000738    |
|    std                  | 0.627       |
|    value_loss           | 172         |
-----------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.26         |
|    crash                | 0.29         |
|    max_step             | 0            |
|    mean_ep_length       | 153          |
|    mean_reward          | 186          |
|    num_episodes         | 5            |
|    out_of_road          | 0.74         |
|    raw_action           | 0.4751262    |
|    route_completion     | 0.593        |
|    success_rate         | 0.2          |
|    total_cost           | 15.7         |
| time/                   |              |
|    total_timesteps      | 200000       |
| train/                  |              |
|    approx_kl            | 0.0026646722 |
|    arrive_dest          | 0.15         |
|    clip_fraction        | 0.292        |
|    clip_range           | 0.1          |
|    crash                | 0.3          |
|    entropy_loss         | -1.83        |
|    explained_variance   | 0.878        |
|    learning_rate        | 5e-05        |
|    loss                 | 57.8         |
|    max_step             | 0            |
|    n_updates            | 780          |
|    out_of_road          | 0.85         |
|    policy_gradient_loss | 0.00864      |
|    route_completion     | 0.489        |
|    std                  | 0.626        |
|    total_cost           | 10.7         |
|    value_loss           | 122          |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 324      |
|    ep_rew_mean     | 299      |
| time/              |          |
|    fps             | 414      |
|    iterations      | 40       |
|    time_elapsed    | 494      |
|    total_timesteps | 204800   |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 333         |
|    ep_rew_mean          | 305         |
| time/                   |             |
|    fps                  | 417         |
|    iterations           | 41          |
|    time_elapsed         | 502         |
|    total_timesteps      | 209920      |
| train/                  |             |
|    approx_kl            | 0.001393098 |
|    clip_fraction        | 0.0879      |
|    clip_range           | 0.1         |
|    entropy_loss         | -1.83       |
|    explained_variance   | 0.681       |
|    learning_rate        | 5e-05       |
|    loss                 | 119         |
|    n_updates            | 800         |
|    policy_gradient_loss | -0.0013     |
|    std                  | 0.626       |
|    value_loss           | 245         |
-----------------------------------------
----------------------------------------
| eval/                   |            |
|    arrive_dest          | 0.276      |
|    crash                | 0.286      |
|    max_step             | 0          |
|    mean_ep_length       | 214        |
|    mean_reward          | 298        |
|    num_episodes         | 5          |
|    out_of_road          | 0.724      |
|    raw_action           | 0.4769191  |
|    route_completion     | 0.604      |
|    success_rate         | 0.4        |
|    total_cost           | 15.8       |
| time/                   |            |
|    total_timesteps      | 210000     |
| train/                  |            |
|    approx_kl            | 0.00337044 |
|    arrive_dest          | 0.152      |
|    clip_fraction        | 0.211      |
|    clip_range           | 0.1        |
|    crash                | 0.305      |
|    entropy_loss         | -1.83      |
|    explained_variance   | 0.822      |
|    learning_rate        | 5e-05      |
|    loss                 | 45.8       |
|    max_step             | 0          |
|    n_updates            | 820        |
|    out_of_road          | 0.848      |
|    policy_gradient_loss | 0.0073     |
|    route_completion     | 0.495      |
|    std                  | 0.625      |
|    total_cost           | 10.3       |
|    value_loss           | 148        |
----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 320      |
|    ep_rew_mean     | 293      |
| time/              |          |
|    fps             | 416      |
|    iterations      | 42       |
|    time_elapsed    | 516      |
|    total_timesteps | 215040   |
---------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.282        |
|    crash                | 0.282        |
|    max_step             | 0            |
|    mean_ep_length       | 273          |
|    mean_reward          | 288          |
|    num_episodes         | 5            |
|    out_of_road          | 0.718        |
|    raw_action           | 0.47824928   |
|    route_completion     | 0.615        |
|    success_rate         | 0.3          |
|    total_cost           | 16.7         |
| time/                   |              |
|    total_timesteps      | 220000       |
| train/                  |              |
|    approx_kl            | 0.0015342102 |
|    arrive_dest          | 0.155        |
|    clip_fraction        | 0.0728       |
|    clip_range           | 0.1          |
|    crash                | 0.309        |
|    entropy_loss         | -1.83        |
|    explained_variance   | 0.721        |
|    learning_rate        | 5e-05        |
|    loss                 | 116          |
|    max_step             | 0            |
|    n_updates            | 840          |
|    out_of_road          | 0.845        |
|    policy_gradient_loss | -0.00197     |
|    route_completion     | 0.5          |
|    std                  | 0.627        |
|    total_cost           | 10.4         |
|    value_loss           | 202          |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 328      |
|    ep_rew_mean     | 297      |
| time/              |          |
|    fps             | 412      |
|    iterations      | 43       |
|    time_elapsed    | 533      |
|    total_timesteps | 220160   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 330          |
|    ep_rew_mean          | 303          |
| time/                   |              |
|    fps                  | 416          |
|    iterations           | 44           |
|    time_elapsed         | 541          |
|    total_timesteps      | 225280       |
| train/                  |              |
|    approx_kl            | 0.0016511816 |
|    clip_fraction        | 0.113        |
|    clip_range           | 0.1          |
|    entropy_loss         | -1.83        |
|    explained_variance   | 0.712        |
|    learning_rate        | 5e-05        |
|    loss                 | 127          |
|    n_updates            | 860          |
|    policy_gradient_loss | -0.000689    |
|    std                  | 0.628        |
|    value_loss           | 253          |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.278        |
|    crash                | 0.287        |
|    max_step             | 0            |
|    mean_ep_length       | 171          |
|    mean_reward          | 227          |
|    num_episodes         | 5            |
|    out_of_road          | 0.722        |
|    raw_action           | 0.4776758    |
|    route_completion     | 0.613        |
|    success_rate         | 0.1          |
|    total_cost           | 16.3         |
| time/                   |              |
|    total_timesteps      | 230000       |
| train/                  |              |
|    approx_kl            | 0.0022064976 |
|    arrive_dest          | 0.148        |
|    clip_fraction        | 0.166        |
|    clip_range           | 0.1          |
|    crash                | 0.304        |
|    entropy_loss         | -1.83        |
|    explained_variance   | 0.73         |
|    learning_rate        | 5e-05        |
|    loss                 | 80.7         |
|    max_step             | 0            |
|    n_updates            | 880          |
|    out_of_road          | 0.852        |
|    policy_gradient_loss | 0.000162     |
|    route_completion     | 0.499        |
|    std                  | 0.63         |
|    total_cost           | 10.1         |
|    value_loss           | 169          |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 333      |
|    ep_rew_mean     | 310      |
| time/              |          |
|    fps             | 413      |
|    iterations      | 45       |
|    time_elapsed    | 556      |
|    total_timesteps | 230400   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 330          |
|    ep_rew_mean          | 306          |
| time/                   |              |
|    fps                  | 417          |
|    iterations           | 46           |
|    time_elapsed         | 563          |
|    total_timesteps      | 235520       |
| train/                  |              |
|    approx_kl            | 0.0017958088 |
|    clip_fraction        | 0.138        |
|    clip_range           | 0.1          |
|    entropy_loss         | -1.84        |
|    explained_variance   | 0.674        |
|    learning_rate        | 5e-05        |
|    loss                 | 111          |
|    n_updates            | 900          |
|    policy_gradient_loss | 5.46e-05     |
|    std                  | 0.629        |
|    value_loss           | 224          |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.283        |
|    crash                | 0.283        |
|    max_step             | 0            |
|    mean_ep_length       | 170          |
|    mean_reward          | 224          |
|    num_episodes         | 5            |
|    out_of_road          | 0.717        |
|    raw_action           | 0.47423217   |
|    route_completion     | 0.614        |
|    success_rate         | 0.3          |
|    total_cost           | 16           |
| time/                   |              |
|    total_timesteps      | 240000       |
| train/                  |              |
|    approx_kl            | 0.0016437477 |
|    arrive_dest          | 0.15         |
|    clip_fraction        | 0.255        |
|    clip_range           | 0.1          |
|    crash                | 0.3          |
|    entropy_loss         | -1.83        |
|    explained_variance   | 0.762        |
|    learning_rate        | 5e-05        |
|    loss                 | 30.9         |
|    max_step             | 0            |
|    n_updates            | 920          |
|    out_of_road          | 0.85         |
|    policy_gradient_loss | 0.00709      |
|    route_completion     | 0.504        |
|    std                  | 0.63         |
|    total_cost           | 10.4         |
|    value_loss           | 94.6         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 344      |
|    ep_rew_mean     | 315      |
| time/              |          |
|    fps             | 414      |
|    iterations      | 47       |
|    time_elapsed    | 581      |
|    total_timesteps | 240640   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 342          |
|    ep_rew_mean          | 313          |
| time/                   |              |
|    fps                  | 417          |
|    iterations           | 48           |
|    time_elapsed         | 588          |
|    total_timesteps      | 245760       |
| train/                  |              |
|    approx_kl            | 0.0010356845 |
|    clip_fraction        | 0.125        |
|    clip_range           | 0.1          |
|    entropy_loss         | -1.84        |
|    explained_variance   | 0.8          |
|    learning_rate        | 5e-05        |
|    loss                 | 65.4         |
|    n_updates            | 940          |
|    policy_gradient_loss | 0.000741     |
|    std                  | 0.63         |
|    value_loss           | 199          |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.28         |
|    crash                | 0.28         |
|    max_step             | 0            |
|    mean_ep_length       | 170          |
|    mean_reward          | 210          |
|    num_episodes         | 5            |
|    out_of_road          | 0.72         |
|    raw_action           | 0.47393602   |
|    route_completion     | 0.616        |
|    success_rate         | 0.1          |
|    total_cost           | 16.1         |
| time/                   |              |
|    total_timesteps      | 250000       |
| train/                  |              |
|    approx_kl            | 0.0024006295 |
|    arrive_dest          | 0.144        |
|    clip_fraction        | 0.116        |
|    clip_range           | 0.1          |
|    crash                | 0.296        |
|    entropy_loss         | -1.83        |
|    explained_variance   | 0.7          |
|    learning_rate        | 5e-05        |
|    loss                 | 93.9         |
|    max_step             | 0            |
|    n_updates            | 960          |
|    out_of_road          | 0.856        |
|    policy_gradient_loss | -0.000234    |
|    route_completion     | 0.495        |
|    std                  | 0.629        |
|    total_cost           | 10.1         |
|    value_loss           | 209          |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 346      |
|    ep_rew_mean     | 315      |
| time/              |          |
|    fps             | 417      |
|    iterations      | 49       |
|    time_elapsed    | 600      |
|    total_timesteps | 250880   |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 340         |
|    ep_rew_mean          | 308         |
| time/                   |             |
|    fps                  | 420         |
|    iterations           | 50          |
|    time_elapsed         | 608         |
|    total_timesteps      | 256000      |
| train/                  |             |
|    approx_kl            | 0.004295933 |
|    clip_fraction        | 0.119       |
|    clip_range           | 0.1         |
|    entropy_loss         | -1.83       |
|    explained_variance   | 0.777       |
|    learning_rate        | 5e-05       |
|    loss                 | 78.8        |
|    n_updates            | 980         |
|    policy_gradient_loss | -0.00119    |
|    std                  | 0.627       |
|    value_loss           | 178         |
-----------------------------------------
----------------------------------------
| eval/                   |            |
|    arrive_dest          | 0.269      |
|    crash                | 0.277      |
|    max_step             | 0          |
|    mean_ep_length       | 137        |
|    mean_reward          | 190        |
|    num_episodes         | 5          |
|    out_of_road          | 0.731      |
|    raw_action           | 0.4737059  |
|    route_completion     | 0.617      |
|    success_rate         | 0.1        |
|    total_cost           | 15.6       |
| time/                   |            |
|    total_timesteps      | 260000     |
| train/                  |            |
|    approx_kl            | 0.00538031 |
|    arrive_dest          | 0.146      |
|    clip_fraction        | 0.16       |
|    clip_range           | 0.1        |
|    crash                | 0.3        |
|    entropy_loss         | -1.82      |
|    explained_variance   | 0.71       |
|    learning_rate        | 5e-05      |
|    loss                 | 93.2       |
|    max_step             | 0          |
|    n_updates            | 1000       |
|    out_of_road          | 0.854      |
|    policy_gradient_loss | -0.000452  |
|    route_completion     | 0.499      |
|    std                  | 0.624      |
|    total_cost           | 9.95       |
|    value_loss           | 237        |
----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 335      |
|    ep_rew_mean     | 304      |
| time/              |          |
|    fps             | 419      |
|    iterations      | 51       |
|    time_elapsed    | 622      |
|    total_timesteps | 261120   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 331          |
|    ep_rew_mean          | 299          |
| time/                   |              |
|    fps                  | 422          |
|    iterations           | 52           |
|    time_elapsed         | 629          |
|    total_timesteps      | 266240       |
| train/                  |              |
|    approx_kl            | 0.0014965752 |
|    clip_fraction        | 0.147        |
|    clip_range           | 0.1          |
|    entropy_loss         | -1.82        |
|    explained_variance   | 0.608        |
|    learning_rate        | 5e-05        |
|    loss                 | 97.2         |
|    n_updates            | 1020         |
|    policy_gradient_loss | 0.000151     |
|    std                  | 0.624        |
|    value_loss           | 257          |
------------------------------------------
-----------------------------------------
| eval/                   |             |
|    arrive_dest          | 0.274       |
|    crash                | 0.274       |
|    max_step             | 0           |
|    mean_ep_length       | 230         |
|    mean_reward          | 243         |
|    num_episodes         | 5           |
|    out_of_road          | 0.726       |
|    raw_action           | 0.472062    |
|    route_completion     | 0.622       |
|    success_rate         | 0.5         |
|    total_cost           | 16.2        |
| time/                   |             |
|    total_timesteps      | 270000      |
| train/                  |             |
|    approx_kl            | 0.003555112 |
|    arrive_dest          | 0.163       |
|    clip_fraction        | 0.133       |
|    clip_range           | 0.1         |
|    crash                | 0.296       |
|    entropy_loss         | -1.82       |
|    explained_variance   | 0.729       |
|    learning_rate        | 5e-05       |
|    loss                 | 88.3        |
|    max_step             | 0           |
|    n_updates            | 1040        |
|    out_of_road          | 0.837       |
|    policy_gradient_loss | -0.000192   |
|    route_completion     | 0.508       |
|    std                  | 0.626       |
|    total_cost           | 10.2        |
|    value_loss           | 159         |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 335      |
|    ep_rew_mean     | 301      |
| time/              |          |
|    fps             | 417      |
|    iterations      | 53       |
|    time_elapsed    | 649      |
|    total_timesteps | 271360   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 329          |
|    ep_rew_mean          | 296          |
| time/                   |              |
|    fps                  | 420          |
|    iterations           | 54           |
|    time_elapsed         | 658          |
|    total_timesteps      | 276480       |
| train/                  |              |
|    approx_kl            | 0.0030320233 |
|    clip_fraction        | 0.147        |
|    clip_range           | 0.1          |
|    entropy_loss         | -1.82        |
|    explained_variance   | 0.777        |
|    learning_rate        | 5e-05        |
|    loss                 | 74.8         |
|    n_updates            | 1060         |
|    policy_gradient_loss | -0.000559    |
|    std                  | 0.626        |
|    value_loss           | 175          |
------------------------------------------
-----------------------------------------
| eval/                   |             |
|    arrive_dest          | 0.286       |
|    crash                | 0.271       |
|    max_step             | 0           |
|    mean_ep_length       | 247         |
|    mean_reward          | 289         |
|    num_episodes         | 5           |
|    out_of_road          | 0.714       |
|    raw_action           | 0.47067106  |
|    route_completion     | 0.624       |
|    success_rate         | 0.3         |
|    total_cost           | 17          |
| time/                   |             |
|    total_timesteps      | 280000      |
| train/                  |             |
|    approx_kl            | 0.002657501 |
|    arrive_dest          | 0.157       |
|    clip_fraction        | 0.126       |
|    clip_range           | 0.1         |
|    crash                | 0.293       |
|    entropy_loss         | -1.82       |
|    explained_variance   | 0.746       |
|    learning_rate        | 5e-05       |
|    loss                 | 78.4        |
|    max_step             | 0           |
|    n_updates            | 1080        |
|    out_of_road          | 0.843       |
|    policy_gradient_loss | -0.00148    |
|    route_completion     | 0.502       |
|    std                  | 0.627       |
|    total_cost           | 9.84        |
|    value_loss           | 175         |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 334      |
|    ep_rew_mean     | 301      |
| time/              |          |
|    fps             | 417      |
|    iterations      | 55       |
|    time_elapsed    | 675      |
|    total_timesteps | 281600   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 332          |
|    ep_rew_mean          | 302          |
| time/                   |              |
|    fps                  | 419          |
|    iterations           | 56           |
|    time_elapsed         | 683          |
|    total_timesteps      | 286720       |
| train/                  |              |
|    approx_kl            | 0.0020837102 |
|    clip_fraction        | 0.0963       |
|    clip_range           | 0.1          |
|    entropy_loss         | -1.82        |
|    explained_variance   | 0.679        |
|    learning_rate        | 5e-05        |
|    loss                 | 96.3         |
|    n_updates            | 1100         |
|    policy_gradient_loss | -0.00288     |
|    std                  | 0.629        |
|    value_loss           | 234          |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.283        |
|    crash                | 0.269        |
|    max_step             | 0            |
|    mean_ep_length       | 154          |
|    mean_reward          | 225          |
|    num_episodes         | 5            |
|    out_of_road          | 0.717        |
|    raw_action           | 0.47039354   |
|    route_completion     | 0.622        |
|    success_rate         | 0.3          |
|    total_cost           | 16.5         |
| time/                   |              |
|    total_timesteps      | 290000       |
| train/                  |              |
|    approx_kl            | 0.0030865634 |
|    arrive_dest          | 0.166        |
|    clip_fraction        | 0.208        |
|    clip_range           | 0.1          |
|    crash                | 0.29         |
|    entropy_loss         | -1.83        |
|    explained_variance   | 0.835        |
|    learning_rate        | 5e-05        |
|    loss                 | 91.3         |
|    max_step             | 0            |
|    n_updates            | 1120         |
|    out_of_road          | 0.834        |
|    policy_gradient_loss | 0.00259      |
|    route_completion     | 0.507        |
|    std                  | 0.629        |
|    total_cost           | 9.74         |
|    value_loss           | 152          |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 336      |
|    ep_rew_mean     | 305      |
| time/              |          |
|    fps             | 418      |
|    iterations      | 57       |
|    time_elapsed    | 697      |
|    total_timesteps | 291840   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 342          |
|    ep_rew_mean          | 312          |
| time/                   |              |
|    fps                  | 420          |
|    iterations           | 58           |
|    time_elapsed         | 706          |
|    total_timesteps      | 296960       |
| train/                  |              |
|    approx_kl            | 0.0031482049 |
|    clip_fraction        | 0.175        |
|    clip_range           | 0.1          |
|    entropy_loss         | -1.82        |
|    explained_variance   | 0.738        |
|    learning_rate        | 5e-05        |
|    loss                 | 107          |
|    n_updates            | 1140         |
|    policy_gradient_loss | 0.000319     |
|    std                  | 0.628        |
|    value_loss           | 219          |
------------------------------------------
----------------------------------------
| eval/                   |            |
|    arrive_dest          | 0.28       |
|    crash                | 0.26       |
|    max_step             | 0          |
|    mean_ep_length       | 167        |
|    mean_reward          | 212        |
|    num_episodes         | 5          |
|    out_of_road          | 0.72       |
|    raw_action           | 0.47068194 |
|    route_completion     | 0.622      |
|    success_rate         | 0.1        |
|    total_cost           | 16.5       |
| time/                   |            |
|    total_timesteps      | 300000     |
| train/                  |            |
|    approx_kl            | 0.03281691 |
|    arrive_dest          | 0.16       |
|    clip_fraction        | 0.162      |
|    clip_range           | 0.1        |
|    crash                | 0.28       |
|    entropy_loss         | -1.82      |
|    explained_variance   | 0.772      |
|    learning_rate        | 5e-05      |
|    loss                 | 67.4       |
|    max_step             | 0          |
|    n_updates            | 1160       |
|    out_of_road          | 0.84       |
|    policy_gradient_loss | 0.000344   |
|    route_completion     | 0.505      |
|    std                  | 0.63       |
|    total_cost           | 9.7        |
|    value_loss           | 179        |
----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 350      |
|    ep_rew_mean     | 314      |
| time/              |          |
|    fps             | 417      |
|    iterations      | 59       |
|    time_elapsed    | 722      |
|    total_timesteps | 302080   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 339          |
|    ep_rew_mean          | 304          |
| time/                   |              |
|    fps                  | 419          |
|    iterations           | 60           |
|    time_elapsed         | 731          |
|    total_timesteps      | 307200       |
| train/                  |              |
|    approx_kl            | 0.0018912054 |
|    clip_fraction        | 0.171        |
|    clip_range           | 0.1          |
|    entropy_loss         | -1.82        |
|    explained_variance   | 0.767        |
|    learning_rate        | 5e-05        |
|    loss                 | 81.1         |
|    n_updates            | 1180         |
|    policy_gradient_loss | 0.000332     |
|    std                  | 0.628        |
|    value_loss           | 181          |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.277        |
|    crash                | 0.277        |
|    max_step             | 0            |
|    mean_ep_length       | 118          |
|    mean_reward          | 153          |
|    num_episodes         | 5            |
|    out_of_road          | 0.723        |
|    raw_action           | 0.47339454   |
|    route_completion     | 0.619        |
|    success_rate         | 0.1          |
|    total_cost           | 16.1         |
| time/                   |              |
|    total_timesteps      | 310000       |
| train/                  |              |
|    approx_kl            | 0.0019080732 |
