Using cpu device
Logging to runs\ppo_metadrive_10_scenarios\ppo_metadrive_10_scenarios_2025-03-19_12-18-01_c4e7621c\ppo_metadrive_10_scenarios_1
-----------------------------
| time/              |      |
|    success_rate         | 0.1          |
|    total_cost           | 4.01         |
| time/                   |              |
|    total_timesteps      | 270000       |
| train/                  |              |
|    approx_kl            | 0.0018802655 |
|    arrive_dest          | 0.0444       |
|    clip_fraction        | 0.154        |
|    clip_range           | 0.1          |
|    crash                | 0.281        |
|    entropy_loss         | -2.4         |
|    explained_variance   | 0.195        |
|    learning_rate        | 5e-05        |
|    loss                 | 18.7         |
|    max_step             | 0            |
|    n_updates            | 2100         |
|    out_of_road          | 0.956        |
|    policy_gradient_loss | -0.00353     |
|    route_completion     | 0.351        |
|    std                  | 0.803        |
|    total_cost           | 4.16         |
|    value_loss           | 42.2         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 363      |
|    ep_rew_mean     | 232      |
| time/              |          |
|    fps             | 802      |
|    iterations      | 106      |
|    time_elapsed    | 338      |
|    total_timesteps | 271360   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 365          |
|    ep_rew_mean          | 235          |
| time/                   |              |
|    fps                  | 803          |
|    iterations           | 107          |
|    time_elapsed         | 340          |
|    total_timesteps      | 273920       |
| train/                  |              |
|    approx_kl            | 0.0011899129 |
|    clip_fraction        | 0.048        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.39        |
|    explained_variance   | 0.172        |
|    learning_rate        | 5e-05        |
|    loss                 | 43.5         |
|    n_updates            | 2120         |
|    policy_gradient_loss | -0.00231     |
|    std                  | 0.801        |
|    value_loss           | 81.5         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 362          |
|    ep_rew_mean          | 237          |
| time/                   |              |
|    fps                  | 805          |
|    iterations           | 108          |
|    time_elapsed         | 343          |
|    total_timesteps      | 276480       |
| train/                  |              |
|    approx_kl            | 0.0022613674 |
|    clip_fraction        | 0.0802       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.39        |
|    explained_variance   | 0.279        |
|    learning_rate        | 5e-05        |
|    loss                 | 20.4         |
|    n_updates            | 2140         |
|    policy_gradient_loss | -0.00343     |
|    std                  | 0.799        |
|    value_loss           | 41.4         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 371          |
|    ep_rew_mean          | 242          |
| time/                   |              |
|    fps                  | 807          |
|    iterations           | 109          |
|    time_elapsed         | 345          |
|    total_timesteps      | 279040       |
| train/                  |              |
|    approx_kl            | 0.0021990188 |
|    clip_fraction        | 0.0847       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.38        |
|    explained_variance   | 0.37         |
|    learning_rate        | 5e-05        |
|    loss                 | 19.3         |
|    n_updates            | 2160         |
|    policy_gradient_loss | -0.00119     |
|    std                  | 0.799        |
|    value_loss           | 46.8         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.00714      |
|    crash                | 0.143        |
|    max_step             | 0            |
|    mean_ep_length       | 117          |
|    mean_reward          | 138          |
|    num_episodes         | 5            |
|    out_of_road          | 0.993        |
|    raw_action           | 0.48636818   |
|    route_completion     | 0.293        |
|    success_rate         | 0            |
|    total_cost           | 4.05         |
| time/                   |              |
|    total_timesteps      | 280000       |
| train/                  |              |
|    approx_kl            | 0.0017055536 |
|    arrive_dest          | 0.0429       |
|    clip_fraction        | 0.103        |
|    clip_range           | 0.1          |
|    crash                | 0.279        |
|    entropy_loss         | -2.38        |
|    explained_variance   | 0.0776       |
|    learning_rate        | 5e-05        |
|    loss                 | 7.49         |
|    max_step             | 0            |
|    n_updates            | 2180         |
|    out_of_road          | 0.957        |
|    policy_gradient_loss | -0.00163     |
|    route_completion     | 0.351        |
|    std                  | 0.795        |
|    total_cost           | 4.04         |
|    value_loss           | 31.4         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 358      |
|    ep_rew_mean     | 244      |
| time/              |          |
|    fps             | 804      |
|    iterations      | 110      |
|    time_elapsed    | 349      |
|    total_timesteps | 281600   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 352          |
|    ep_rew_mean          | 242          |
| time/                   |              |
|    fps                  | 807          |
|    iterations           | 111          |
|    time_elapsed         | 352          |
|    total_timesteps      | 284160       |
| train/                  |              |
|    approx_kl            | 0.0005482816 |
|    clip_fraction        | 0.026        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.37        |
|    explained_variance   | 0.14         |
|    learning_rate        | 5e-05        |
|    loss                 | 34.1         |
|    n_updates            | 2200         |
|    policy_gradient_loss | -0.00249     |
|    std                  | 0.794        |
|    value_loss           | 87.7         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 346          |
|    ep_rew_mean          | 240          |
| time/                   |              |
|    fps                  | 808          |
|    iterations           | 112          |
|    time_elapsed         | 354          |
|    total_timesteps      | 286720       |
| train/                  |              |
|    approx_kl            | 0.0013216396 |
|    clip_fraction        | 0.0545       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.37        |
|    explained_variance   | 0.301        |
|    learning_rate        | 5e-05        |
|    loss                 | 24.6         |
|    n_updates            | 2220         |
|    policy_gradient_loss | -0.00248     |
|    std                  | 0.791        |
|    value_loss           | 41.7         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 360          |
|    ep_rew_mean          | 249          |
| time/                   |              |
|    fps                  | 810          |
|    iterations           | 113          |
|    time_elapsed         | 356          |
|    total_timesteps      | 289280       |
| train/                  |              |
|    approx_kl            | 0.0034736735 |
|    clip_fraction        | 0.128        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.36        |
|    explained_variance   | 0.000423     |
|    learning_rate        | 5e-05        |
|    loss                 | 27.9         |
|    n_updates            | 2240         |
|    policy_gradient_loss | -0.00236     |
|    std                  | 0.787        |
|    value_loss           | 59           |
------------------------------------------
-----------------------------------------
| eval/                   |             |
|    arrive_dest          | 0.0069      |
|    crash                | 0.159       |
|    max_step             | 0           |
|    mean_ep_length       | 105         |
|    mean_reward          | 132         |
|    num_episodes         | 5           |
|    out_of_road          | 0.993       |
|    raw_action           | 0.48755747  |
|    route_completion     | 0.297       |
|    success_rate         | 0.1         |
|    total_cost           | 3.94        |
| time/                   |             |
|    total_timesteps      | 290000      |
| train/                  |             |
|    approx_kl            | 0.007635355 |
|    arrive_dest          | 0.0483      |
|    clip_fraction        | 0.175       |
|    clip_range           | 0.1         |
|    crash                | 0.283       |
|    entropy_loss         | -2.35       |
|    explained_variance   | 0.227       |
|    learning_rate        | 5e-05       |
|    loss                 | 19.6        |
|    max_step             | 0           |
|    n_updates            | 2260        |
|    out_of_road          | 0.952       |
|    policy_gradient_loss | 0.00111     |
|    route_completion     | 0.359       |
|    std                  | 0.786       |
|    total_cost           | 3.93        |
|    value_loss           | 31.4        |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 357      |
|    ep_rew_mean     | 252      |
| time/              |          |
|    fps             | 807      |
|    iterations      | 114      |
|    time_elapsed    | 361      |
|    total_timesteps | 291840   |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 353         |
|    ep_rew_mean          | 251         |
| time/                   |             |
|    fps                  | 809         |
|    iterations           | 115         |
|    time_elapsed         | 363         |
|    total_timesteps      | 294400      |
| train/                  |             |
|    approx_kl            | 0.001379109 |
|    clip_fraction        | 0.0734      |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.35       |
|    explained_variance   | 0.0634      |
|    learning_rate        | 5e-05       |
|    loss                 | 26.8        |
|    n_updates            | 2280        |
|    policy_gradient_loss | -0.00323    |
|    std                  | 0.786       |
|    value_loss           | 64.6        |
-----------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 355           |
|    ep_rew_mean          | 259           |
| time/                   |               |
|    fps                  | 811           |
|    iterations           | 116           |
|    time_elapsed         | 365           |
|    total_timesteps      | 296960        |
| train/                  |               |
|    approx_kl            | 0.00088114303 |
|    clip_fraction        | 0.0699        |
|    clip_range           | 0.1           |
|    entropy_loss         | -2.35         |
|    explained_variance   | 0.192         |
|    learning_rate        | 5e-05         |
|    loss                 | 19.3          |
|    n_updates            | 2300          |
|    policy_gradient_loss | -0.000463     |
|    std                  | 0.784         |
|    value_loss           | 42.2          |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 373          |
|    ep_rew_mean          | 268          |
| time/                   |              |
|    fps                  | 813          |
|    iterations           | 117          |
|    time_elapsed         | 368          |
|    total_timesteps      | 299520       |
| train/                  |              |
|    approx_kl            | 0.0015845571 |
|    clip_fraction        | 0.174        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.34        |
|    explained_variance   | 0.04         |
|    learning_rate        | 5e-05        |
|    loss                 | 19.5         |
|    n_updates            | 2320         |
|    policy_gradient_loss | 0.000977     |
|    std                  | 0.784        |
|    value_loss           | 46.7         |
------------------------------------------
-----------------------------------------
| eval/                   |             |
|    arrive_dest          | 0.00667     |
|    crash                | 0.16        |
|    max_step             | 0           |
|    mean_ep_length       | 108         |
|    mean_reward          | 125         |
|    num_episodes         | 5           |
|    out_of_road          | 0.993       |
|    raw_action           | 0.48761448  |
|    route_completion     | 0.298       |
|    success_rate         | 0           |
|    total_cost           | 3.85        |
| time/                   |             |
|    total_timesteps      | 300000      |
| train/                  |             |
|    approx_kl            | 0.002081839 |
|    arrive_dest          | 0.0467      |
|    clip_fraction        | 0.191       |
|    clip_range           | 0.1         |
|    crash                | 0.293       |
|    entropy_loss         | -2.34       |
|    explained_variance   | 0.0868      |
|    learning_rate        | 5e-05       |
|    loss                 | 26.1        |
|    max_step             | 0           |
|    n_updates            | 2340        |
|    out_of_road          | 0.953       |
|    policy_gradient_loss | -0.000693   |
|    route_completion     | 0.367       |
|    std                  | 0.782       |
|    total_cost           | 3.85        |
|    value_loss           | 50.5        |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 364      |
|    ep_rew_mean     | 270      |
| time/              |          |
|    fps             | 808      |
|    iterations      | 118      |
|    time_elapsed    | 373      |
|    total_timesteps | 302080   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 350          |
|    ep_rew_mean          | 263          |
| time/                   |              |
|    fps                  | 809          |
|    iterations           | 119          |
|    time_elapsed         | 376          |
|    total_timesteps      | 304640       |
| train/                  |              |
|    approx_kl            | 0.0010010995 |
|    clip_fraction        | 0.0758       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.34        |
|    explained_variance   | 0.268        |
|    learning_rate        | 5e-05        |
|    loss                 | 40.8         |
|    n_updates            | 2360         |
|    policy_gradient_loss | -0.0026      |
|    std                  | 0.782        |
|    value_loss           | 74.1         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 349          |
|    ep_rew_mean          | 258          |
| time/                   |              |
|    fps                  | 811          |
|    iterations           | 120          |
|    time_elapsed         | 378          |
|    total_timesteps      | 307200       |
| train/                  |              |
|    approx_kl            | 0.0010219532 |
|    clip_fraction        | 0.041        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.34        |
|    explained_variance   | 0.0717       |
|    learning_rate        | 5e-05        |
|    loss                 | 29.9         |
|    n_updates            | 2380         |
|    policy_gradient_loss | -0.00266     |
|    std                  | 0.78         |
|    value_loss           | 75.4         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 345         |
|    ep_rew_mean          | 256         |
| time/                   |             |
|    fps                  | 812         |
|    iterations           | 121         |
|    time_elapsed         | 381         |
|    total_timesteps      | 309760      |
| train/                  |             |
|    approx_kl            | 0.001623646 |
|    clip_fraction        | 0.0914      |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.33       |
|    explained_variance   | 0.0385      |
|    learning_rate        | 5e-05       |
|    loss                 | 24.4        |
|    n_updates            | 2400        |
|    policy_gradient_loss | -0.00225    |
|    std                  | 0.779       |
|    value_loss           | 67.4        |
-----------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.00645      |
|    crash                | 0.161        |
|    max_step             | 0            |
|    mean_ep_length       | 115          |
|    mean_reward          | 137          |
|    num_episodes         | 5            |
|    out_of_road          | 0.994        |
|    raw_action           | 0.48982176   |
|    route_completion     | 0.301        |
|    success_rate         | 0            |
|    total_cost           | 3.87         |
| time/                   |              |
|    total_timesteps      | 310000       |
| train/                  |              |
|    approx_kl            | 0.0015358672 |
|    arrive_dest          | 0.0452       |
|    clip_fraction        | 0.146        |
|    clip_range           | 0.1          |
|    crash                | 0.297        |
|    entropy_loss         | -2.33        |
|    explained_variance   | 0.182        |
|    learning_rate        | 5e-05        |
|    loss                 | 17.8         |
|    max_step             | 0            |
|    n_updates            | 2420         |
|    out_of_road          | 0.955        |
|    policy_gradient_loss | -0.00136     |
|    route_completion     | 0.374        |
|    std                  | 0.778        |
|    total_cost           | 3.83         |
|    value_loss           | 55.4         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 327      |
|    ep_rew_mean     | 251      |
| time/              |          |
|    fps             | 808      |
|    iterations      | 122      |
|    time_elapsed    | 386      |
|    total_timesteps | 312320   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 333          |
|    ep_rew_mean          | 254          |
| time/                   |              |
|    fps                  | 810          |
|    iterations           | 123          |
|    time_elapsed         | 388          |
|    total_timesteps      | 314880       |
| train/                  |              |
|    approx_kl            | 0.0010149359 |
|    clip_fraction        | 0.0637       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.33        |
|    explained_variance   | -0.00548     |
|    learning_rate        | 5e-05        |
|    loss                 | 47.2         |
|    n_updates            | 2440         |
|    policy_gradient_loss | -0.00255     |
|    std                  | 0.779        |
|    value_loss           | 86.1         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 336          |
|    ep_rew_mean          | 256          |
| time/                   |              |
|    fps                  | 812          |
|    iterations           | 124          |
|    time_elapsed         | 390          |
|    total_timesteps      | 317440       |
| train/                  |              |
|    approx_kl            | 0.0012512603 |
|    clip_fraction        | 0.0979       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.33        |
|    explained_variance   | 0.143        |
|    learning_rate        | 5e-05        |
|    loss                 | 21.6         |
|    n_updates            | 2460         |
|    policy_gradient_loss | -0.00183     |
|    std                  | 0.779        |
|    value_loss           | 48.5         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.00625      |
|    crash                | 0.163        |
|    max_step             | 0            |
|    mean_ep_length       | 104          |
|    mean_reward          | 128          |
|    num_episodes         | 5            |
|    out_of_road          | 0.994        |
|    raw_action           | 0.4888222    |
|    route_completion     | 0.302        |
|    success_rate         | 0.2          |
|    total_cost           | 3.78         |
| time/                   |              |
|    total_timesteps      | 320000       |
| train/                  |              |
|    approx_kl            | 0.0011433637 |
|    arrive_dest          | 0.0563       |
|    clip_fraction        | 0.0752       |
|    clip_range           | 0.1          |
|    crash                | 0.3          |
|    entropy_loss         | -2.33        |
|    explained_variance   | 0.0337       |
|    learning_rate        | 5e-05        |
|    loss                 | 12.7         |
|    max_step             | 0            |
|    n_updates            | 2480         |
|    out_of_road          | 0.944        |
|    policy_gradient_loss | -0.00321     |
|    route_completion     | 0.39         |
|    std                  | 0.778        |
|    total_cost           | 3.73         |
|    value_loss           | 42           |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 334      |
|    ep_rew_mean     | 255      |
| time/              |          |
|    fps             | 807      |
|    iterations      | 125      |
|    time_elapsed    | 396      |
|    total_timesteps | 320000   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 332          |
|    ep_rew_mean          | 251          |
| time/                   |              |
|    fps                  | 809          |
|    iterations           | 126          |
|    time_elapsed         | 398          |
|    total_timesteps      | 322560       |
| train/                  |              |
|    approx_kl            | 0.0006745657 |
|    clip_fraction        | 0.101        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.32        |
|    explained_variance   | 0.108        |
|    learning_rate        | 5e-05        |
|    loss                 | 19.2         |
|    n_updates            | 2500         |
|    policy_gradient_loss | -0.00131     |
|    std                  | 0.777        |
|    value_loss           | 64.4         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 322          |
|    ep_rew_mean          | 245          |
| time/                   |              |
|    fps                  | 810          |
|    iterations           | 127          |
|    time_elapsed         | 400          |
|    total_timesteps      | 325120       |
| train/                  |              |
|    approx_kl            | 0.0013522204 |
|    clip_fraction        | 0.091        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.32        |
|    explained_variance   | 0.136        |
|    learning_rate        | 5e-05        |
|    loss                 | 41.1         |
|    n_updates            | 2520         |
|    policy_gradient_loss | -0.00275     |
|    std                  | 0.776        |
|    value_loss           | 90.6         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 321         |
|    ep_rew_mean          | 244         |
| time/                   |             |
|    fps                  | 812         |
|    iterations           | 128         |
|    time_elapsed         | 403         |
|    total_timesteps      | 327680      |
| train/                  |             |
|    approx_kl            | 0.005991551 |
|    clip_fraction        | 0.093       |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.32       |
|    explained_variance   | 0.108       |
|    learning_rate        | 5e-05       |
|    loss                 | 33          |
|    n_updates            | 2540        |
|    policy_gradient_loss | -0.000657   |
|    std                  | 0.775       |
|    value_loss           | 61.6        |
-----------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.00606      |
|    crash                | 0.158        |
|    max_step             | 0            |
|    mean_ep_length       | 90.6         |
|    mean_reward          | 104          |
|    num_episodes         | 5            |
|    out_of_road          | 0.994        |
|    raw_action           | 0.49045274   |
|    route_completion     | 0.301        |
|    success_rate         | 0            |
|    total_cost           | 3.7          |
| time/                   |              |
|    total_timesteps      | 330000       |
| train/                  |              |
|    approx_kl            | 0.0047472348 |
|    arrive_dest          | 0.0545       |
|    clip_fraction        | 0.186        |
|    clip_range           | 0.1          |
|    crash                | 0.297        |
|    entropy_loss         | -2.32        |
|    explained_variance   | 0.138        |
|    learning_rate        | 5e-05        |
|    loss                 | 26           |
|    max_step             | 0            |
|    n_updates            | 2560         |
|    out_of_road          | 0.945        |
|    policy_gradient_loss | 0.00216      |
|    route_completion     | 0.399        |
|    std                  | 0.774        |
|    total_cost           | 3.65         |
|    value_loss           | 42.4         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 329      |
|    ep_rew_mean     | 245      |
| time/              |          |
|    fps             | 810      |
|    iterations      | 129      |
|    time_elapsed    | 407      |
|    total_timesteps | 330240   |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 323         |
|    ep_rew_mean          | 242         |
| time/                   |             |
|    fps                  | 811         |
|    iterations           | 130         |
|    time_elapsed         | 409         |
|    total_timesteps      | 332800      |
| train/                  |             |
|    approx_kl            | 0.008167847 |
|    clip_fraction        | 0.199       |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.31       |
|    explained_variance   | 0.129       |
|    learning_rate        | 5e-05       |
|    loss                 | 56.8        |
|    n_updates            | 2580        |
|    policy_gradient_loss | -0.000528   |
|    std                  | 0.772       |
|    value_loss           | 82.6        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 308          |
|    ep_rew_mean          | 234          |
| time/                   |              |
|    fps                  | 813          |
|    iterations           | 131          |
|    time_elapsed         | 412          |
|    total_timesteps      | 335360       |
| train/                  |              |
|    approx_kl            | 0.0019571641 |
|    clip_fraction        | 0.102        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.3         |
|    explained_variance   | 0.0945       |
|    learning_rate        | 5e-05        |
|    loss                 | 41.8         |
|    n_updates            | 2600         |
|    policy_gradient_loss | -0.00192     |
|    std                  | 0.769        |
|    value_loss           | 57.4         |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 314        |
|    ep_rew_mean          | 236        |
| time/                   |            |
|    fps                  | 815        |
|    iterations           | 132        |
|    time_elapsed         | 414        |
|    total_timesteps      | 337920     |
| train/                  |            |
|    approx_kl            | 0.00197876 |
|    clip_fraction        | 0.0821     |
|    clip_range           | 0.1        |
|    entropy_loss         | -2.3       |
|    explained_variance   | 0.167      |
|    learning_rate        | 5e-05      |
|    loss                 | 23.1       |
|    n_updates            | 2620       |
|    policy_gradient_loss | -0.000421  |
|    std                  | 0.768      |
|    value_loss           | 55.7       |
----------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.0118       |
|    crash                | 0.159        |
|    max_step             | 0            |
|    mean_ep_length       | 138          |
|    mean_reward          | 145          |
|    num_episodes         | 5            |
|    out_of_road          | 0.988        |
|    raw_action           | 0.49097866   |
|    route_completion     | 0.306        |
|    success_rate         | 0.2          |
|    total_cost           | 4.07         |
| time/                   |              |
|    total_timesteps      | 340000       |
| train/                  |              |
|    approx_kl            | 0.0013385771 |
|    arrive_dest          | 0.0588       |
|    clip_fraction        | 0.153        |
|    clip_range           | 0.1          |
|    crash                | 0.3          |
|    entropy_loss         | -2.3         |
|    explained_variance   | 0.119        |
|    learning_rate        | 5e-05        |
|    loss                 | 28.7         |
|    max_step             | 0            |
|    n_updates            | 2640         |
|    out_of_road          | 0.941        |
|    policy_gradient_loss | 0.000935     |
|    route_completion     | 0.401        |
|    std                  | 0.768        |
|    total_cost           | 3.66         |
|    value_loss           | 62.9         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 320      |
|    ep_rew_mean     | 239      |
| time/              |          |
|    fps             | 809      |
|    iterations      | 133      |
|    time_elapsed    | 420      |
|    total_timesteps | 340480   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 322          |
|    ep_rew_mean          | 246          |
| time/                   |              |
|    fps                  | 811          |
|    iterations           | 134          |
|    time_elapsed         | 422          |
|    total_timesteps      | 343040       |
| train/                  |              |
|    approx_kl            | 0.0016041386 |
|    clip_fraction        | 0.0949       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.29        |
|    explained_variance   | 0.177        |
|    learning_rate        | 5e-05        |
|    loss                 | 26.2         |
|    n_updates            | 2660         |
|    policy_gradient_loss | -0.00265     |
|    std                  | 0.765        |
|    value_loss           | 51.7         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 321          |
|    ep_rew_mean          | 250          |
| time/                   |              |
|    fps                  | 812          |
|    iterations           | 135          |
|    time_elapsed         | 425          |
|    total_timesteps      | 345600       |
| train/                  |              |
|    approx_kl            | 0.0010579091 |
|    clip_fraction        | 0.129        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.28        |
|    explained_variance   | 0.0588       |
|    learning_rate        | 5e-05        |
|    loss                 | 36.1         |
|    n_updates            | 2680         |
|    policy_gradient_loss | -0.000257    |
|    std                  | 0.762        |
|    value_loss           | 49           |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 328           |
|    ep_rew_mean          | 256           |
| time/                   |               |
|    fps                  | 814           |
|    iterations           | 136           |
|    time_elapsed         | 427           |
|    total_timesteps      | 348160        |
| train/                  |               |
|    approx_kl            | 0.00062224007 |
|    clip_fraction        | 0.0319        |
|    clip_range           | 0.1           |
|    entropy_loss         | -2.28         |
|    explained_variance   | 0.0604        |
|    learning_rate        | 5e-05         |
|    loss                 | 45.7          |
|    n_updates            | 2700          |
|    policy_gradient_loss | -0.00142      |
|    std                  | 0.761         |
|    value_loss           | 92            |
-------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.0114       |
|    crash                | 0.154        |
|    max_step             | 0            |
|    mean_ep_length       | 92.8         |
|    mean_reward          | 97.5         |
|    num_episodes         | 5            |
|    out_of_road          | 0.989        |
|    raw_action           | 0.49319193   |
|    route_completion     | 0.305        |
|    success_rate         | 0            |
|    total_cost           | 3.98         |
| time/                   |              |
|    total_timesteps      | 350000       |
| train/                  |              |
|    approx_kl            | 0.0017757828 |
|    arrive_dest          | 0.0571       |
|    clip_fraction        | 0.141        |
|    clip_range           | 0.1          |
|    crash                | 0.303        |
|    entropy_loss         | -2.28        |
|    explained_variance   | 0.0641       |
|    learning_rate        | 5e-05        |
|    loss                 | 64.8         |
|    max_step             | 0            |
|    n_updates            | 2720         |
|    out_of_road          | 0.943        |
|    policy_gradient_loss | -0.00123     |
|    route_completion     | 0.409        |
|    std                  | 0.761        |
|    total_cost           | 3.62         |
|    value_loss           | 74.3         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 327      |
|    ep_rew_mean     | 257      |
| time/              |          |
|    fps             | 809      |
|    iterations      | 137      |
|    time_elapsed    | 433      |
|    total_timesteps | 350720   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 329          |
|    ep_rew_mean          | 255          |
| time/                   |              |
|    fps                  | 811          |
|    iterations           | 138          |
|    time_elapsed         | 435          |
|    total_timesteps      | 353280       |
| train/                  |              |
|    approx_kl            | 0.0022166707 |
|    clip_fraction        | 0.0682       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.28        |
|    explained_variance   | 0.114        |
|    learning_rate        | 5e-05        |
|    loss                 | 34.7         |
|    n_updates            | 2740         |
|    policy_gradient_loss | -0.002       |
|    std                  | 0.762        |
|    value_loss           | 91.1         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 328          |
|    ep_rew_mean          | 256          |
| time/                   |              |
|    fps                  | 812          |
|    iterations           | 139          |
|    time_elapsed         | 437          |
|    total_timesteps      | 355840       |
| train/                  |              |
|    approx_kl            | 0.0013844022 |
|    clip_fraction        | 0.0712       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.28        |
|    explained_variance   | 0.0951       |
|    learning_rate        | 5e-05        |
|    loss                 | 31.4         |
|    n_updates            | 2760         |
|    policy_gradient_loss | -0.000244    |
|    std                  | 0.762        |
|    value_loss           | 72.8         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 325          |
|    ep_rew_mean          | 253          |
| time/                   |              |
|    fps                  | 814          |
|    iterations           | 140          |
|    time_elapsed         | 440          |
|    total_timesteps      | 358400       |
| train/                  |              |
|    approx_kl            | 0.0015391975 |
|    clip_fraction        | 0.0448       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.28        |
|    explained_variance   | 0.262        |
|    learning_rate        | 5e-05        |
|    loss                 | 34.2         |
|    n_updates            | 2780         |
|    policy_gradient_loss | -0.000601    |
|    std                  | 0.761        |
|    value_loss           | 68.9         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.0111       |
|    crash                | 0.15         |
|    max_step             | 0            |
|    mean_ep_length       | 97.4         |
|    mean_reward          | 118          |
|    num_episodes         | 5            |
|    out_of_road          | 0.989        |
|    raw_action           | 0.49402237   |
|    route_completion     | 0.305        |
|    success_rate         | 0            |
|    total_cost           | 3.92         |
| time/                   |              |
|    total_timesteps      | 360000       |
| train/                  |              |
|    approx_kl            | 0.0015932694 |
|    arrive_dest          | 0.0556       |
|    clip_fraction        | 0.0787       |
|    clip_range           | 0.1          |
|    crash                | 0.3          |
|    entropy_loss         | -2.28        |
|    explained_variance   | 0.251        |
|    learning_rate        | 5e-05        |
|    loss                 | 24           |
|    max_step             | 0            |
|    n_updates            | 2800         |
|    out_of_road          | 0.944        |
|    policy_gradient_loss | -0.00339     |
|    route_completion     | 0.409        |
|    std                  | 0.761        |
|    total_cost           | 3.57         |
|    value_loss           | 60.5         |
------------------------------------------
---------------------------------
| rollout/           |          |
