Using cpu device
Logging to runs\ppo_metadrive_1_scenarios\ppo_metadrive_1_scenarios_2025-03-19_11-26-57_846e726e\ppo_metadrive_1_scenarios_1
-----------------------------
| time/              |      |
|    ep_len_mean          | 108           |
|    ep_rew_mean          | 19.6          |
| time/                   |               |
|    fps                  | 898           |
|    iterations           | 50            |
|    time_elapsed         | 142           |
|    total_timesteps      | 128000        |
| train/                  |               |
|    approx_kl            | 0.00058266596 |
|    clip_fraction        | 0.0114        |
|    clip_range           | 0.1           |
|    entropy_loss         | -2.58         |
|    explained_variance   | 0.277         |
|    learning_rate        | 5e-05         |
|    loss                 | 6.71          |
|    n_updates            | 980           |
|    policy_gradient_loss | -0.0019       |
|    std                  | 0.878         |
|    value_loss           | 13.4          |
-------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0            |
|    crash                | 0.0769       |
|    max_step             | 0            |
|    mean_ep_length       | 104          |
|    mean_reward          | 135          |
|    num_episodes         | 5            |
|    out_of_road          | 1            |
|    raw_action           | 0.44861788   |
|    route_completion     | 0.219        |
|    success_rate         | 0            |
|    total_cost           | 1.62         |
| time/                   |              |
|    total_timesteps      | 130000       |
| train/                  |              |
|    approx_kl            | 0.0011641782 |
|    arrive_dest          | 0            |
|    clip_fraction        | 0.0799       |
|    clip_range           | 0.1          |
|    crash                | 0            |
|    entropy_loss         | -2.57        |
|    explained_variance   | 0.337        |
|    learning_rate        | 5e-05        |
|    loss                 | 6.31         |
|    max_step             | 0            |
|    n_updates            | 1000         |
|    out_of_road          | 1            |
|    policy_gradient_loss | -0.00378     |
|    route_completion     | 0.105        |
|    std                  | 0.873        |
|    total_cost           | 1.46         |
|    value_loss           | 10.6         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 117      |
|    ep_rew_mean     | 22.2     |
| time/              |          |
|    fps             | 894      |
|    iterations      | 51       |
|    time_elapsed    | 145      |
|    total_timesteps | 130560   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 122          |
|    ep_rew_mean          | 24.3         |
| time/                   |              |
|    fps                  | 895          |
|    iterations           | 52           |
|    time_elapsed         | 148          |
|    total_timesteps      | 133120       |
| train/                  |              |
|    approx_kl            | 0.0010015176 |
|    clip_fraction        | 0.0242       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.56        |
|    explained_variance   | 0.281        |
|    learning_rate        | 5e-05        |
|    loss                 | 5.34         |
|    n_updates            | 1020         |
|    policy_gradient_loss | -0.00245     |
|    std                  | 0.868        |
|    value_loss           | 12.4         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 131          |
|    ep_rew_mean          | 27.1         |
| time/                   |              |
|    fps                  | 896          |
|    iterations           | 53           |
|    time_elapsed         | 151          |
|    total_timesteps      | 135680       |
| train/                  |              |
|    approx_kl            | 0.0031757478 |
|    clip_fraction        | 0.141        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.55        |
|    explained_variance   | 0.334        |
|    learning_rate        | 5e-05        |
|    loss                 | 4.6          |
|    n_updates            | 1040         |
|    policy_gradient_loss | -0.00635     |
|    std                  | 0.868        |
|    value_loss           | 10.6         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 146         |
|    ep_rew_mean          | 31          |
| time/                   |             |
|    fps                  | 896         |
|    iterations           | 54          |
|    time_elapsed         | 154         |
|    total_timesteps      | 138240      |
| train/                  |             |
|    approx_kl            | 0.001766712 |
|    clip_fraction        | 0.0543      |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.55       |
|    explained_variance   | 0.292       |
|    learning_rate        | 5e-05       |
|    loss                 | 6.6         |
|    n_updates            | 1060        |
|    policy_gradient_loss | -0.00315    |
|    std                  | 0.865       |
|    value_loss           | 15.6        |
-----------------------------------------
-------------------------------------------
| eval/                   |               |
|    arrive_dest          | 0             |
|    crash                | 0.143         |
|    max_step             | 0             |
|    mean_ep_length       | 132           |
|    mean_reward          | 204           |
|    num_episodes         | 5             |
|    out_of_road          | 1             |
|    raw_action           | 0.4523531     |
|    route_completion     | 0.251         |
|    success_rate         | 0             |
|    total_cost           | 1.57          |
| time/                   |               |
|    total_timesteps      | 140000        |
| train/                  |               |
|    approx_kl            | 0.00059259904 |
|    arrive_dest          | 0             |
|    clip_fraction        | 0.0282        |
|    clip_range           | 0.1           |
|    crash                | 0.0143        |
|    entropy_loss         | -2.54         |
|    explained_variance   | 0.254         |
|    learning_rate        | 5e-05         |
|    loss                 | 12.7          |
|    max_step             | 0             |
|    n_updates            | 1080          |
|    out_of_road          | 1             |
|    policy_gradient_loss | -0.00321      |
|    route_completion     | 0.131         |
|    std                  | 0.861         |
|    total_cost           | 3.6           |
|    value_loss           | 22.8          |
-------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 156      |
|    ep_rew_mean     | 38.4     |
| time/              |          |
|    fps             | 884      |
|    iterations      | 55       |
|    time_elapsed    | 159      |
|    total_timesteps | 140800   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 164          |
|    ep_rew_mean          | 42.9         |
| time/                   |              |
|    fps                  | 885          |
|    iterations           | 56           |
|    time_elapsed         | 161          |
|    total_timesteps      | 143360       |
| train/                  |              |
|    approx_kl            | 0.0012666236 |
|    clip_fraction        | 0.0782       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.54        |
|    explained_variance   | 0.174        |
|    learning_rate        | 5e-05        |
|    loss                 | 8.95         |
|    n_updates            | 1100         |
|    policy_gradient_loss | -0.00381     |
|    std                  | 0.859        |
|    value_loss           | 17.3         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 167          |
|    ep_rew_mean          | 44.2         |
| time/                   |              |
|    fps                  | 887          |
|    iterations           | 57           |
|    time_elapsed         | 164          |
|    total_timesteps      | 145920       |
| train/                  |              |
|    approx_kl            | 0.0009346696 |
|    clip_fraction        | 0.0474       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.53        |
|    explained_variance   | 0.346        |
|    learning_rate        | 5e-05        |
|    loss                 | 7.06         |
|    n_updates            | 1120         |
|    policy_gradient_loss | -0.00387     |
|    std                  | 0.855        |
|    value_loss           | 16           |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 180          |
|    ep_rew_mean          | 50.4         |
| time/                   |              |
|    fps                  | 888          |
|    iterations           | 58           |
|    time_elapsed         | 167          |
|    total_timesteps      | 148480       |
| train/                  |              |
|    approx_kl            | 0.0022576032 |
|    clip_fraction        | 0.0479       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.52        |
|    explained_variance   | 0.249        |
|    learning_rate        | 5e-05        |
|    loss                 | 7.38         |
|    n_updates            | 1140         |
|    policy_gradient_loss | -0.00269     |
|    std                  | 0.853        |
|    value_loss           | 17           |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0            |
|    crash                | 0.147        |
|    max_step             | 0            |
|    mean_ep_length       | 150          |
|    mean_reward          | 141          |
|    num_episodes         | 5            |
|    out_of_road          | 1            |
|    raw_action           | 0.45593336   |
|    route_completion     | 0.278        |
|    success_rate         | 0            |
|    total_cost           | 3.32         |
| time/                   |              |
|    total_timesteps      | 150000       |
| train/                  |              |
|    approx_kl            | 0.0008076016 |
|    arrive_dest          | 0            |
|    clip_fraction        | 0.0438       |
|    clip_range           | 0.1          |
|    crash                | 0.0133       |
|    entropy_loss         | -2.52        |
|    explained_variance   | 0.208        |
|    learning_rate        | 5e-05        |
|    loss                 | 7.25         |
|    max_step             | 0            |
|    n_updates            | 1160         |
|    out_of_road          | 1            |
|    policy_gradient_loss | -0.00227     |
|    route_completion     | 0.14         |
|    std                  | 0.85         |
|    total_cost           | 3.75         |
|    value_loss           | 20.8         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 183      |
|    ep_rew_mean     | 51.8     |
| time/              |          |
|    fps             | 880      |
|    iterations      | 59       |
|    time_elapsed    | 171      |
|    total_timesteps | 151040   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 190          |
|    ep_rew_mean          | 55.3         |
| time/                   |              |
|    fps                  | 881          |
|    iterations           | 60           |
|    time_elapsed         | 174          |
|    total_timesteps      | 153600       |
| train/                  |              |
|    approx_kl            | 0.0015380408 |
|    clip_fraction        | 0.0455       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.51        |
|    explained_variance   | 0.319        |
|    learning_rate        | 5e-05        |
|    loss                 | 7.27         |
|    n_updates            | 1180         |
|    policy_gradient_loss | -0.00273     |
|    std                  | 0.847        |
|    value_loss           | 15.1         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 205          |
|    ep_rew_mean          | 60.9         |
| time/                   |              |
|    fps                  | 883          |
|    iterations           | 61           |
|    time_elapsed         | 176          |
|    total_timesteps      | 156160       |
| train/                  |              |
|    approx_kl            | 0.0010802617 |
|    clip_fraction        | 0.0603       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.5         |
|    explained_variance   | 0.198        |
|    learning_rate        | 5e-05        |
|    loss                 | 9.12         |
|    n_updates            | 1200         |
|    policy_gradient_loss | -0.00376     |
|    std                  | 0.843        |
|    value_loss           | 17.9         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 212          |
|    ep_rew_mean          | 64.9         |
| time/                   |              |
|    fps                  | 884          |
|    iterations           | 62           |
|    time_elapsed         | 179          |
|    total_timesteps      | 158720       |
| train/                  |              |
|    approx_kl            | 0.0013582027 |
|    clip_fraction        | 0.0671       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.5         |
|    explained_variance   | 0.234        |
|    learning_rate        | 5e-05        |
|    loss                 | 8.2          |
|    n_updates            | 1220         |
|    policy_gradient_loss | -0.00305     |
|    std                  | 0.842        |
|    value_loss           | 21.6         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0            |
|    crash                | 0.2          |
|    max_step             | 0            |
|    mean_ep_length       | 93           |
|    mean_reward          | 121          |
|    num_episodes         | 5            |
|    out_of_road          | 1            |
|    raw_action           | 0.4591584    |
|    route_completion     | 0.286        |
|    success_rate         | 0            |
|    total_cost           | 3.17         |
| time/                   |              |
|    total_timesteps      | 160000       |
| train/                  |              |
|    approx_kl            | 0.0015733406 |
|    arrive_dest          | 0            |
|    clip_fraction        | 0.083        |
|    clip_range           | 0.1          |
|    crash                | 0.025        |
|    entropy_loss         | -2.49        |
|    explained_variance   | 0.3          |
|    learning_rate        | 5e-05        |
|    loss                 | 9.72         |
|    max_step             | 0            |
|    n_updates            | 1240         |
|    out_of_road          | 1            |
|    policy_gradient_loss | -0.00459     |
|    route_completion     | 0.155        |
|    std                  | 0.84         |
|    total_cost           | 3.62         |
|    value_loss           | 19.8         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 224      |
|    ep_rew_mean     | 71       |
| time/              |          |
|    fps             | 877      |
|    iterations      | 63       |
|    time_elapsed    | 183      |
|    total_timesteps | 161280   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 230          |
|    ep_rew_mean          | 76           |
| time/                   |              |
|    fps                  | 878          |
|    iterations           | 64           |
|    time_elapsed         | 186          |
|    total_timesteps      | 163840       |
| train/                  |              |
|    approx_kl            | 0.0016850736 |
|    clip_fraction        | 0.0707       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.48        |
|    explained_variance   | 0.283        |
|    learning_rate        | 5e-05        |
|    loss                 | 12.1         |
|    n_updates            | 1260         |
|    policy_gradient_loss | -0.00359     |
|    std                  | 0.836        |
|    value_loss           | 22.1         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 233          |
|    ep_rew_mean          | 83.4         |
| time/                   |              |
|    fps                  | 879          |
|    iterations           | 65           |
|    time_elapsed         | 189          |
|    total_timesteps      | 166400       |
| train/                  |              |
|    approx_kl            | 0.0011321986 |
|    clip_fraction        | 0.0523       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.48        |
|    explained_variance   | 0.196        |
|    learning_rate        | 5e-05        |
|    loss                 | 14.1         |
|    n_updates            | 1280         |
|    policy_gradient_loss | -0.00326     |
|    std                  | 0.833        |
|    value_loss           | 23.6         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 242          |
|    ep_rew_mean          | 83.1         |
| time/                   |              |
|    fps                  | 880          |
|    iterations           | 66           |
|    time_elapsed         | 191          |
|    total_timesteps      | 168960       |
| train/                  |              |
|    approx_kl            | 0.0021733523 |
|    clip_fraction        | 0.171        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.47        |
|    explained_variance   | 0.0603       |
|    learning_rate        | 5e-05        |
|    loss                 | 10.9         |
|    n_updates            | 1300         |
|    policy_gradient_loss | -0.00474     |
|    std                  | 0.832        |
|    value_loss           | 28.8         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0            |
|    crash                | 0.188        |
|    max_step             | 0            |
|    mean_ep_length       | 102          |
|    mean_reward          | 119          |
|    num_episodes         | 5            |
|    out_of_road          | 1            |
|    raw_action           | 0.45977375   |
|    route_completion     | 0.296        |
|    success_rate         | 0            |
|    total_cost           | 3.35         |
| time/                   |              |
|    total_timesteps      | 170000       |
| train/                  |              |
|    approx_kl            | 0.0017192671 |
|    arrive_dest          | 0            |
|    clip_fraction        | 0.077        |
|    clip_range           | 0.1          |
|    crash                | 0.0235       |
|    entropy_loss         | -2.47        |
|    explained_variance   | 0.246        |
|    learning_rate        | 5e-05        |
|    loss                 | 10.4         |
|    max_step             | 0            |
|    n_updates            | 1320         |
|    out_of_road          | 1            |
|    policy_gradient_loss | -0.00353     |
|    route_completion     | 0.17         |
|    std                  | 0.829        |
|    total_cost           | 3.49         |
|    value_loss           | 25           |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 240      |
|    ep_rew_mean     | 86.7     |
| time/              |          |
|    fps             | 873      |
|    iterations      | 67       |
|    time_elapsed    | 196      |
|    total_timesteps | 171520   |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 250         |
|    ep_rew_mean          | 91.3        |
| time/                   |             |
|    fps                  | 875         |
|    iterations           | 68          |
|    time_elapsed         | 198         |
|    total_timesteps      | 174080      |
| train/                  |             |
|    approx_kl            | 0.002033619 |
|    clip_fraction        | 0.0454      |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.46       |
|    explained_variance   | 0.269       |
|    learning_rate        | 5e-05       |
|    loss                 | 8.55        |
|    n_updates            | 1340        |
|    policy_gradient_loss | -0.00455    |
|    std                  | 0.828       |
|    value_loss           | 22.7        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 256          |
|    ep_rew_mean          | 96.6         |
| time/                   |              |
|    fps                  | 875          |
|    iterations           | 69           |
|    time_elapsed         | 201          |
|    total_timesteps      | 176640       |
| train/                  |              |
|    approx_kl            | 0.0017900399 |
|    clip_fraction        | 0.077        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.46        |
|    explained_variance   | 0.152        |
|    learning_rate        | 5e-05        |
|    loss                 | 10.1         |
|    n_updates            | 1360         |
|    policy_gradient_loss | -0.0023      |
|    std                  | 0.824        |
|    value_loss           | 24           |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 257          |
|    ep_rew_mean          | 99.3         |
| time/                   |              |
|    fps                  | 876          |
|    iterations           | 70           |
|    time_elapsed         | 204          |
|    total_timesteps      | 179200       |
| train/                  |              |
|    approx_kl            | 0.0012993804 |
|    clip_fraction        | 0.046        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.45        |
|    explained_variance   | 0.16         |
|    learning_rate        | 5e-05        |
|    loss                 | 12.2         |
|    n_updates            | 1380         |
|    policy_gradient_loss | -0.00322     |
|    std                  | 0.823        |
|    value_loss           | 27           |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0            |
|    crash                | 0.222        |
|    max_step             | 0            |
|    mean_ep_length       | 113          |
|    mean_reward          | 138          |
|    num_episodes         | 5            |
|    out_of_road          | 1            |
|    raw_action           | 0.46156657   |
|    route_completion     | 0.309        |
|    success_rate         | 0            |
|    total_cost           | 3.68         |
| time/                   |              |
|    total_timesteps      | 180000       |
| train/                  |              |
|    approx_kl            | 0.0011656246 |
|    arrive_dest          | 0            |
|    clip_fraction        | 0.0694       |
|    clip_range           | 0.1          |
|    crash                | 0.0222       |
|    entropy_loss         | -2.44        |
|    explained_variance   | 0.15         |
|    learning_rate        | 5e-05        |
|    loss                 | 10.8         |
|    max_step             | 0            |
|    n_updates            | 1400         |
|    out_of_road          | 1            |
|    policy_gradient_loss | -0.00217     |
|    route_completion     | 0.18         |
|    std                  | 0.82         |
|    total_cost           | 3.53         |
|    value_loss           | 24.9         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 256      |
|    ep_rew_mean     | 102      |
| time/              |          |
|    fps             | 871      |
|    iterations      | 71       |
|    time_elapsed    | 208      |
|    total_timesteps | 181760   |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 260         |
|    ep_rew_mean          | 107         |
| time/                   |             |
|    fps                  | 871         |
|    iterations           | 72          |
|    time_elapsed         | 211         |
|    total_timesteps      | 184320      |
| train/                  |             |
|    approx_kl            | 0.001407291 |
|    clip_fraction        | 0.0619      |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.44       |
|    explained_variance   | 0.0794      |
|    learning_rate        | 5e-05       |
|    loss                 | 14.2        |
|    n_updates            | 1420        |
|    policy_gradient_loss | -0.000857   |
|    std                  | 0.818       |
|    value_loss           | 25.2        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 258          |
|    ep_rew_mean          | 109          |
| time/                   |              |
|    fps                  | 872          |
|    iterations           | 73           |
|    time_elapsed         | 214          |
|    total_timesteps      | 186880       |
| train/                  |              |
|    approx_kl            | 0.0020602683 |
|    clip_fraction        | 0.0735       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.43        |
|    explained_variance   | 0.074        |
|    learning_rate        | 5e-05        |
|    loss                 | 13.3         |
|    n_updates            | 1440         |
|    policy_gradient_loss | -0.00205     |
|    std                  | 0.818        |
|    value_loss           | 35.9         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 270          |
|    ep_rew_mean          | 118          |
| time/                   |              |
|    fps                  | 873          |
|    iterations           | 74           |
|    time_elapsed         | 216          |
|    total_timesteps      | 189440       |
| train/                  |              |
|    approx_kl            | 0.0018268183 |
|    clip_fraction        | 0.0825       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.43        |
|    explained_variance   | 0.142        |
|    learning_rate        | 5e-05        |
|    loss                 | 15           |
|    n_updates            | 1460         |
|    policy_gradient_loss | -0.00345     |
|    std                  | 0.814        |
|    value_loss           | 31.9         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0            |
|    crash                | 0.211        |
|    max_step             | 0            |
|    mean_ep_length       | 103          |
|    mean_reward          | 124          |
|    num_episodes         | 5            |
|    out_of_road          | 1            |
|    raw_action           | 0.46295822   |
|    route_completion     | 0.316        |
|    success_rate         | 0            |
|    total_cost           | 3.77         |
| time/                   |              |
|    total_timesteps      | 190000       |
| train/                  |              |
|    approx_kl            | 0.0014214126 |
|    arrive_dest          | 0            |
|    clip_fraction        | 0.049        |
|    clip_range           | 0.1          |
|    crash                | 0.0316       |
|    entropy_loss         | -2.42        |
|    explained_variance   | 0.199        |
|    learning_rate        | 5e-05        |
|    loss                 | 13.7         |
|    max_step             | 0            |
|    n_updates            | 1480         |
|    out_of_road          | 1            |
|    policy_gradient_loss | -0.00222     |
|    route_completion     | 0.189        |
|    std                  | 0.812        |
|    total_cost           | 3.45         |
|    value_loss           | 33.3         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 261      |
|    ep_rew_mean     | 123      |
| time/              |          |
|    fps             | 867      |
|    iterations      | 75       |
|    time_elapsed    | 221      |
|    total_timesteps | 192000   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 266          |
|    ep_rew_mean          | 126          |
| time/                   |              |
|    fps                  | 869          |
|    iterations           | 76           |
|    time_elapsed         | 223          |
|    total_timesteps      | 194560       |
| train/                  |              |
|    approx_kl            | 0.0015257662 |
|    clip_fraction        | 0.0656       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.42        |
|    explained_variance   | 0.178        |
|    learning_rate        | 5e-05        |
|    loss                 | 13.5         |
|    n_updates            | 1500         |
|    policy_gradient_loss | -0.00174     |
|    std                  | 0.81         |
|    value_loss           | 34           |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 273         |
|    ep_rew_mean          | 131         |
| time/                   |             |
|    fps                  | 869         |
|    iterations           | 77          |
|    time_elapsed         | 226         |
|    total_timesteps      | 197120      |
| train/                  |             |
|    approx_kl            | 0.002768435 |
|    clip_fraction        | 0.0765      |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.41       |
|    explained_variance   | 0.0834      |
|    learning_rate        | 5e-05       |
|    loss                 | 14.4        |
|    n_updates            | 1520        |
|    policy_gradient_loss | -0.0027     |
|    std                  | 0.805       |
|    value_loss           | 25          |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 275          |
|    ep_rew_mean          | 133          |
| time/                   |              |
|    fps                  | 870          |
|    iterations           | 78           |
|    time_elapsed         | 229          |
|    total_timesteps      | 199680       |
| train/                  |              |
|    approx_kl            | 0.0016224065 |
|    clip_fraction        | 0.0684       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.4         |
|    explained_variance   | 0.0372       |
|    learning_rate        | 5e-05        |
|    loss                 | 10.1         |
|    n_updates            | 1540         |
|    policy_gradient_loss | -0.00278     |
|    std                  | 0.799        |
|    value_loss           | 28.3         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0            |
|    crash                | 0.2          |
|    max_step             | 0            |
|    mean_ep_length       | 98           |
|    mean_reward          | 123          |
|    num_episodes         | 5            |
|    out_of_road          | 1            |
|    raw_action           | 0.46589625   |
|    route_completion     | 0.322        |
|    success_rate         | 0            |
|    total_cost           | 3.68         |
| time/                   |              |
|    total_timesteps      | 200000       |
| train/                  |              |
|    approx_kl            | 0.0015775294 |
|    arrive_dest          | 0            |
|    clip_fraction        | 0.0434       |
|    clip_range           | 0.1          |
|    crash                | 0.05         |
|    entropy_loss         | -2.39        |
|    explained_variance   | 0.0731       |
|    learning_rate        | 5e-05        |
|    loss                 | 11.6         |
|    max_step             | 0            |
|    n_updates            | 1560         |
|    out_of_road          | 1            |
|    policy_gradient_loss | -0.00198     |
|    route_completion     | 0.197        |
|    std                  | 0.797        |
|    total_cost           | 3.47         |
|    value_loss           | 28.6         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 289      |
|    ep_rew_mean     | 140      |
| time/              |          |
|    fps             | 863      |
|    iterations      | 79       |
|    time_elapsed    | 234      |
|    total_timesteps | 202240   |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 291         |
|    ep_rew_mean          | 145         |
| time/                   |             |
|    fps                  | 863         |
|    iterations           | 80          |
|    time_elapsed         | 237         |
|    total_timesteps      | 204800      |
| train/                  |             |
|    approx_kl            | 0.000707143 |
|    clip_fraction        | 0.0236      |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.38       |
|    explained_variance   | 0.0922      |
|    learning_rate        | 5e-05       |
|    loss                 | 18.4        |
|    n_updates            | 1580        |
|    policy_gradient_loss | -0.00229    |
|    std                  | 0.795       |
|    value_loss           | 43          |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 302          |
|    ep_rew_mean          | 152          |
| time/                   |              |
|    fps                  | 864          |
|    iterations           | 81           |
|    time_elapsed         | 239          |
|    total_timesteps      | 207360       |
| train/                  |              |
|    approx_kl            | 0.0011745382 |
|    clip_fraction        | 0.0719       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.38        |
|    explained_variance   | 0.0623       |
|    learning_rate        | 5e-05        |
|    loss                 | 22.8         |
|    n_updates            | 1600         |
|    policy_gradient_loss | -0.00234     |
|    std                  | 0.795        |
|    value_loss           | 38.3         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 323          |
|    ep_rew_mean          | 167          |
| time/                   |              |
|    fps                  | 863          |
|    iterations           | 82           |
|    time_elapsed         | 242          |
|    total_timesteps      | 209920       |
| train/                  |              |
|    approx_kl            | 0.0017227463 |
|    clip_fraction        | 0.0718       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.37        |
|    explained_variance   | 0.14         |
|    learning_rate        | 5e-05        |
|    loss                 | 8.6          |
|    n_updates            | 1620         |
|    policy_gradient_loss | -0.00455     |
|    std                  | 0.791        |
|    value_loss           | 28.1         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0            |
|    crash                | 0.19         |
|    max_step             | 0            |
|    mean_ep_length       | 97           |
|    mean_reward          | 119          |
|    num_episodes         | 5            |
|    out_of_road          | 1            |
|    raw_action           | 0.468578     |
|    route_completion     | 0.326        |
|    success_rate         | 0            |
|    total_cost           | 3.65         |
| time/                   |              |
|    total_timesteps      | 210000       |
| train/                  |              |
|    approx_kl            | 0.0013156405 |
|    arrive_dest          | 0            |
|    clip_fraction        | 0.0499       |
|    clip_range           | 0.1          |
|    crash                | 0.0857       |
|    entropy_loss         | -2.37        |
|    explained_variance   | 0.122        |
|    learning_rate        | 5e-05        |
|    loss                 | 17.2         |
|    max_step             | 0            |
|    n_updates            | 1640         |
|    out_of_road          | 1            |
|    policy_gradient_loss | -0.00188     |
|    route_completion     | 0.202        |
|    std                  | 0.79         |
|    total_cost           | 3.39         |
|    value_loss           | 39.4         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 322      |
|    ep_rew_mean     | 168      |
| time/              |          |
|    fps             | 860      |
|    iterations      | 83       |
|    time_elapsed    | 246      |
|    total_timesteps | 212480   |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 333         |
|    ep_rew_mean          | 174         |
| time/                   |             |
|    fps                  | 861         |
|    iterations           | 84          |
|    time_elapsed         | 249         |
|    total_timesteps      | 215040      |
| train/                  |             |
|    approx_kl            | 0.002384456 |
|    clip_fraction        | 0.14        |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.36       |
|    explained_variance   | 0.0117      |
|    learning_rate        | 5e-05       |
|    loss                 | 11.8        |
|    n_updates            | 1660        |
|    policy_gradient_loss | -0.00119    |
|    std                  | 0.788       |
|    value_loss           | 23.7        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 340          |
|    ep_rew_mean          | 179          |
| time/                   |              |
|    fps                  | 861          |
|    iterations           | 85           |
|    time_elapsed         | 252          |
|    total_timesteps      | 217600       |
| train/                  |              |
|    approx_kl            | 0.0017738305 |
|    clip_fraction        | 0.0805       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.35        |
|    explained_variance   | -0.0422      |
|    learning_rate        | 5e-05        |
|    loss                 | 14.3         |
|    n_updates            | 1680         |
|    policy_gradient_loss | -0.00203     |
|    std                  | 0.784        |
|    value_loss           | 35.5         |
------------------------------------------
-----------------------------------------
| eval/                   |             |
|    arrive_dest          | 0           |
|    crash                | 0.182       |
|    max_step             | 0           |
|    mean_ep_length       | 104         |
|    mean_reward          | 124         |
|    num_episodes         | 5           |
|    out_of_road          | 1           |
|    raw_action           | 0.46815744  |
